No,Point,CH-A1,CH-A2,CH-A3,CH-A4,CH-A5,CH-B1,CH-B2,CH-B3,CH-B4,CH-B5
300,3887.0,0.17,0.15,0.23,0.23,0.24,0.38,0.32,0.26,0.45,0.15
301,3900.0,0.21,0.3,0.19,0.26,0.24,0.2,0.32,0.3,0.33,0.21
302,3913.0,0.21,0.13,0.15,0.14,0.13,0.2,0.28,0.36,0.27,0.16
303,3926.0,0.17,0.25,0.16,0.28,0.18,0.27,0.28,0.75,0.16,0.46
304,3939.0,0.87,0.35,0.35,0.28,0.33,0.5,0.44,0.15,0.21,0.19
305,3952.0,0.3,0.2,0.17,0.12,0.34,0.33,0.8,0.34,0.43,0.27
306,3965.0,0.14,0.16,0.23,0.22,0.3,0.28,0.48,0.37,0.34,0.52
307,3978.0,0.14,0.17,0.4,0.28,0.25,0.37,0.32,0.15,0.26,0.3
308,3991.0,0.21,0.19,0.22,0.18,0.21,0.31,0.13,0.2,0.46,0.22
309,4004.0,0.46,0.45,0.36,0.43,0.28,0.33,0.3,0.39,0.27,0.27
310,4017.0,0.15,0.24,0.16,0.14,0.12,0.16,0.23,0.17,0.21,0.26
311,4030.0,0.13,0.21,0.18,0.22,0.31,0.19,0.13,0.4,0.33,0.28
312,4043.0,0.12,0.11,0.18,0.22,0.25,0.17,0.15,0.26,0.22,0.17
313,4056.0,0.19,0.2,0.18,0.25,0.18,0.3,0.44,0.25,0.37,0.15
314,4069.0,0.31,0.41,0.41,0.45,0.31,0.2,0.27,0.6,0.49,0.71
315,4082.0,0.12,0.13,0.14,0.23,0.13,0.14,0.17,0.24,0.27,0.14
316,4095.0,0.15,0.21,0.16,0.36,0.15,0.41,0.41,0.2,0.3,0.2
317,4108.0,0.16,0.19,0.11,0.19,0.23,0.24,0.32,0.37,0.62,0.21
318,4121.0,0.24,0.23,0.14,0.37,0.22,0.24,0.3,0.19,0.32,0.28
319,4134.0,0.28,0.31,0.28,0.31,0.2,0.46,0.59,0.89,0.52,0.76
320,4147.0,0.25,0.38,0.15,0.16,0.22,0.3,0.25,0.16,0.24,0.25
321,4160.0,0.37,0.31,0.17,0.18,0.16,0.66,0.15,0.24,0.37,0.22
322,4173.0,0.14,0.27,0.28,0.3,0.17,0.39,0.34,0.18,0.37,0.16
323,4186.0,0.17,0.23,0.16,0.4,0.17,0.23,0.19,0.39,0.36,0.35
324,4199.0,0.34,0.21,0.28,0.3,0.29,0.24,0.28,0.38,0.27,0.4
325,4212.0,0.29,0.13,0.42,0.22,0.23,0.34,0.17,0.22,0.2,0.22
326,4225.0,0.21,0.28,0.34,0.31,0.21,0.42,0.61,0.23,0.29,0.24
327,4238.0,0.15,0.22,0.19,0.18,0.32,0.79,0.32,0.29,0.4,0.17
328,4251.0,0.14,0.18,0.16,0.16,0.16,0.21,0.2,0.19,0.32,0.3
329,4264.0,0.21,0.79,0.3,0.27,0.21,0.25,0.29,0.23,0.32,0.21
330,4277.0,0.21,0.37,0.28,0.25,0.2,0.18,0.28,0.3,0.27,0.17
331,4290.0,0.2,0.39,0.16,0.26,0.17,0.28,0.27,0.31,0.24,0.23
332,4303.0,3.26,3.2,4.27,3.65,0.41,0.23,0.27,0.12,0.39,0.3
333,4316.0,0.15,0.11,0.1,0.15,0.16,0.18,0.32,0.63,0.5,0.29
334,4329.0,2.05,2.82,0.58,0.54,0.31,0.37,0.49,0.49,0.35,0.24
335,4342.0,0.17,0.31,0.17,0.15,0.23,0.14,0.17,1.02,0.53,0.48
336,4355.0,0.36,0.47,0.29,0.35,0.48,0.52,0.83,0.53,0.51,0.58
337,4368.0,0.15,0.27,0.12,0.22,0.2,0.13,0.23,0.33,0.39,0.17
338,4381.0,0.16,0.16,0.19,0.1,0.18,0.33,0.27,0.32,0.33,0.21
339,4394.0,0.23,0.38,0.18,0.21,0.19,0.5,0.32,0.47,0.38,0.45
340,4407.0,0.12,0.08,0.12,0.08,0.15,0.25,0.37,0.32,0.31,0.48
341,4420.0,0.18,0.2,0.12,0.15,0.23,0.13,0.26,0.16,0.27,0.14
342,4433.0,1.78,3.89,3.79,2.6,3.36,3.63,2.99,3.81,3.47,3.57
343,4446.0,0.19,0.09,0.12,0.11,0.28,0.21,0.13,0.35,0.19,0.13
344,4459.0,0.42,0.22,0.25,0.31,0.23,0.3,0.27,0.55,1.82,1.63
345,4472.0,0.25,0.29,0.22,0.16,0.14,0.24,0.22,0.3,0.97,0.4
346,4485.0,0.22,0.49,0.45,0.26,0.3,0.24,0.26,0.41,0.67,0.55
347,4498.0,0.38,0.19,0.21,0.21,0.14,0.19,0.25,0.49,0.63,0.14
348,4511.0,0.1,0.18,0.16,0.28,0.46,0.27,0.23,0.19,0.29,0.16
349,4524.0,0.42,0.63,0.35,0.23,0.32,0.4,0.59,0.39,0.42,0.57
350,4537.0,0.22,0.35,0.3,0.21,0.22,0.29,0.26,0.4,0.22,0.19
351,4550.0,0.47,0.29,0.33,0.42,0.44,0.23,0.22,0.36,0.45,0.15
352,4563.0,0.42,0.41,0.28,0.48,0.52,0.27,0.34,0.26,2.64,2.67
353,4576.0,0.26,0.19,0.33,0.15,0.16,0.14,0.16,0.26,0.26,0.13
354,4589.0,0.4,0.33,0.4,0.46,0.7,0.67,0.45,0.37,0.36,0.57
355,4602.0,0.26,0.3,0.22,0.32,0.19,0.36,0.37,0.31,0.28,0.19
356,4615.0,0.25,0.4,0.23,0.3,0.18,0.25,0.41,0.21,0.26,0.22
357,4628.0,0.3,0.37,0.4,0.38,0.19,0.37,0.39,0.34,0.37,0.43
358,4641.0,0.2,0.19,0.12,0.26,0.17,0.26,0.32,0.29,0.21,0.2
359,4654.0,0.27,0.26,0.72,0.4,0.16,0.51,0.6,0.32,0.36,0.33
360,4667.0,0.67,0.34,0.44,0.2,0.39,0.36,0.49,0.39,0.37,0.2
361,4680.0,0.62,0.28,0.3,0.27,0.28,0.39,0.29,0.33,0.43,0.25
362,4693.0,0.37,0.9,0.68,0.9,0.44,0.37,0.44,0.99,0.26,0.14
363,4706.0,0.28,1.07,0.77,0.9,0.23,0.56,0.35,0.26,0.31,0.23
364,4719.0,0.35,0.69,0.32,0.35,0.45,0.61,0.43,0.68,0.73,0.38
365,4732.0,0.32,0.8,0.46,0.31,0.26,0.41,0.19,0.69,0.4,0.15
366,4745.0,0.29,0.34,0.46,0.48,0.33,0.39,0.27,0.88,0.4,0.3
367,4758.0,0.23,0.25,0.49,0.56,0.21,0.28,0.18,0.61,0.53,0.16
368,4771.0,0.25,0.24,0.12,0.32,0.22,0.2,0.51,0.23,0.27,0.16
369,4784.0,0.61,0.63,0.31,0.27,0.34,0.38,0.32,0.41,0.26,0.24
370,4797.0,0.32,0.38,0.42,0.27,0.25,0.32,0.46,0.2,0.47,0.15
371,4810.0,0.25,0.34,0.35,0.37,0.3,0.51,0.37,0.4,0.39,0.71
372,4823.0,3.76,3.68,3.79,3.43,2.69,1.56,2.54,0.35,0.34,0.49
373,4836.0,0.22,0.49,0.43,0.57,0.21,0.42,0.29,0.41,0.41,0.49
374,4849.0,0.53,0.94,0.46,0.33,0.46,0.81,0.73,0.52,0.49,0.54
375,4862.0,0.21,0.27,0.26,0.22,0.19,0.35,0.12,0.3,0.42,0.44
376,4875.0,0.75,0.32,0.26,0.18,0.22,0.7,0.48,0.26,0.45,0.36
377,4888.0,0.57,0.52,0.26,0.17,0.21,0.19,0.23,0.54,0.51,0.23
378,4901.0,0.47,0.24,0.16,0.21,0.17,0.28,0.47,0.45,0.28,0.35
379,4914.0,0.33,0.48,0.48,0.25,0.26,0.48,0.33,0.27,0.98,0.86
380,4927.0,0.2,0.55,0.14,0.23,0.22,0.28,0.36,0.25,0.47,0.39
381,4940.0,0.2,0.27,0.38,0.29,0.44,0.28,0.73,0.24,0.5,0.35
382,4953.0,0.13,0.13,0.1,0.21,0.2,0.22,0.47,0.36,4.25,4.1
383,4966.0,0.55,0.25,0.22,0.39,0.36,0.5,0.51,0.19,0.38,0.66
384,4979.0,0.48,0.38,0.27,0.44,0.59,0.43,0.43,0.36,0.5,0.48
385,4992.0,0.22,0.56,0.42,0.18,0.37,0.19,0.23,0.34,0.43,0.25
386,5005.0,0.38,0.25,0.24,0.28,0.39,0.23,0.3,0.48,0.55,0.22
387,5018.0,0.29,0.21,0.21,0.36,0.28,0.42,0.3,0.61,0.37,0.32
388,5031.0,0.24,0.36,0.24,0.33,0.25,0.51,0.48,0.22,0.28,0.17
389,5044.0,0.46,0.27,0.46,0.33,0.4,0.66,0.68,0.67,0.71,0.3
390,5057.0,0.18,0.28,0.41,0.42,0.27,0.72,0.37,0.52,0.41,0.22
391,5070.0,0.48,0.45,0.37,0.31,0.2,0.92,0.29,0.49,0.68,0.18
392,5083.0,2.33,3.34,2.93,2.63,1.36,1.68,0.33,0.6,0.16,0.2
393,5096.0,0.82,0.28,0.42,0.48,0.59,0.31,0.8,0.52,0.23,0.15
394,5109.0,0.52,0.38,0.41,0.47,0.44,0.39,0.59,0.34,0.83,0.57
395,5122.0,0.41,0.31,0.62,0.44,0.5,0.52,0.21,0.19,0.24,0.16
396,5135.0,0.27,0.41,0.4,0.24,0.21,0.38,0.24,0.5,0.46,0.49
397,5148.0,0.19,0.24,0.13,0.32,0.21,0.22,0.16,0.42,0.31,0.64
398,5161.0,0.85,0.24,0.3,0.16,0.21,0.58,0.47,0.57,0.35,0.34
399,5174.0,0.49,0.34,0.4,0.19,0.28,0.25,0.38,0.62,0.45,0.23
400,5187.0,0.26,0.29,0.2,0.13,0.15,0.34,0.36,0.34,0.4,0.62
401,5200.0,0.4,0.67,0.59,0.4,0.37,0.64,0.54,0.4,0.73,0.57
402,5213.0,0.28,0.34,0.26,0.16,0.28,0.47,0.46,0.24,0.43,1.5
403,5226.0,1.34,1.15,0.72,0.3,0.27,0.3,0.96,1.59,2.48,2.19
404,5239.0,0.43,0.29,0.52,0.6,0.52,0.42,0.69,0.91,0.65,0.61
405,5252.0,0.31,0.4,0.44,0.34,0.16,0.27,0.35,0.32,0.32,0.37
406,5265.0,0.35,0.3,0.38,0.37,0.19,0.49,0.29,0.47,0.41,0.32
407,5278.0,0.31,0.29,0.69,0.19,2.63,0.4,0.32,0.46,0.45,0.12
408,5291.0,0.35,0.36,0.11,0.51,0.27,0.4,0.47,0.15,0.81,0.17
409,5304.0,0.39,0.53,0.42,0.23,0.22,0.35,0.33,0.52,0.72,0.26
410,5317.0,0.46,0.45,0.42,0.37,0.31,0.55,0.22,0.63,0.64,0.44
411,5330.0,0.22,0.13,0.22,0.2,0.16,0.21,0.46,0.43,0.67,0.59
412,5343.0,0.14,0.1,0.15,0.22,0.15,0.21,0.25,0.25,0.27,0.16
413,5356.0,0.13,0.16,0.09,0.25,0.36,0.46,0.31,1.28,1.5,1.73
414,5369.0,0.24,0.37,0.37,0.36,0.51,0.46,0.59,0.3,0.33,0.26
415,5382.0,0.21,0.63,0.53,0.36,0.59,0.4,0.49,0.35,0.62,0.35
416,5395.0,0.34,0.41,0.29,0.54,0.47,0.49,0.82,0.64,0.7,0.54
417,5408.0,0.39,0.26,0.39,0.53,0.4,1.16,0.42,0.49,0.47,0.5
418,5421.0,0.59,0.29,0.4,0.25,1.63,0.52,0.46,0.25,0.53,0.47
419,5434.0,0.84,0.36,0.2,0.12,0.51,0.52,0.36,1.07,0.59,0.52
420,5447.0,0.86,0.61,0.39,0.21,0.18,0.68,0.5,0.42,0.48,0.31
421,5460.0,0.16,0.19,0.28,0.19,0.17,0.17,0.3,0.21,0.24,0.22
422,5473.0,0.11,0.17,0.16,0.35,0.08,0.22,0.12,0.19,0.29,0.13
423,5486.0,0.22,0.16,0.15,0.42,0.1,0.12,0.1,0.15,0.47,0.12
424,5499.0,0.46,0.25,0.37,0.33,0.2,0.3,0.36,0.15,0.32,0.29
425,5512.0,0.43,0.56,0.67,0.38,0.47,0.46,0.67,0.3,0.6,0.63
426,5525.0,0.38,0.23,0.22,0.51,0.29,0.34,0.39,0.44,0.62,0.4
427,5538.0,0.62,0.38,0.27,0.26,0.51,0.54,0.44,0.34,0.49,0.57
428,5551.0,0.23,0.58,0.52,0.27,0.14,0.19,0.19,0.21,0.47,0.2
429,5564.0,0.17,0.28,0.18,0.28,0.27,0.26,0.31,0.36,0.57,0.29
430,5577.0,0.3,0.33,0.32,0.4,0.24,0.33,0.3,0.34,0.68,0.13
431,5590.0,0.33,0.18,0.35,0.15,0.17,0.18,1.39,0.39,0.22,0.11
432,5603.0,0.35,0.38,0.18,0.19,0.11,0.22,0.44,0.24,0.43,0.15
433,5616.0,0.41,0.32,0.43,0.25,0.23,0.13,0.11,0.53,0.39,0.37
434,5629.0,0.35,0.47,0.54,0.44,0.56,0.19,0.24,0.3,0.61,0.26
435,5642.0,0.46,0.31,0.31,0.43,0.22,0.53,0.35,0.34,0.47,0.63
436,5655.0,0.25,0.6,0.33,0.78,0.29,0.51,0.22,0.31,0.38,0.54
437,5668.0,0.28,0.27,0.29,0.25,0.48,0.51,0.54,0.32,0.54,0.53
438,5681.0,0.17,0.16,0.15,0.15,0.13,0.17,0.23,0.35,0.6,0.12
439,5694.0,0.36,0.16,0.16,0.24,0.1,0.37,0.42,0.4,0.5,0.35
440,5707.0,0.2,0.14,0.16,0.15,0.24,0.21,0.14,0.18,0.31,0.35
441,5720.0,0.16,0.13,0.48,0.25,0.32,0.24,0.54,0.2,0.28,0.18
442,5733.0,0.09,0.19,0.1,0.15,0.18,0.27,0.17,0.22,0.18,0.14
443,5746.0,0.15,0.16,0.15,0.36,0.22,0.23,0.14,0.31,0.28,0.29
444,5759.0,0.17,0.39,0.1,0.25,0.24,0.22,0.64,0.94,0.33,0.36
445,5772.0,0.33,0.3,0.51,0.43,0.24,0.35,0.68,0.46,0.34,0.23
446,5785.0,0.46,0.77,0.59,0.47,0.5,0.25,0.93,0.27,0.59,0.36
447,5798.0,0.32,0.52,0.32,0.42,0.32,0.47,0.23,0.34,0.69,0.39
448,5811.0,0.19,0.14,0.27,0.33,0.21,0.95,0.43,0.58,0.64,0.13
449,5824.0,0.14,0.12,0.11,0.55,0.38,0.49,0.52,0.63,0.84,0.54
450,5837.0,0.27,0.21,0.16,0.71,0.23,0.34,0.18,0.25,0.45,0.19
451,5850.0,0.24,0.36,0.1,0.06,0.14,0.63,0.24,0.4,0.31,0.41
452,5863.0,0.1,0.11,0.2,1.1,2.32,2.68,3.07,1.81,0.41,0.15
453,5876.0,0.24,0.16,0.17,0.4,0.19,0.56,0.49,0.55,0.44,0.15
454,5889.0,0.12,0.35,0.09,0.09,0.42,0.32,0.61,0.44,0.53,0.24
455,5902.0,0.38,0.29,0.11,0.13,0.18,0.31,0.42,0.26,0.3,0.39
456,5915.0,0.39,0.42,0.19,0.19,0.16,0.36,0.32,0.25,0.21,0.27
457,5928.0,0.39,0.48,0.45,0.48,0.34,0.29,0.38,0.5,0.34,0.21
458,5941.0,0.57,0.99,0.51,0.66,0.69,0.26,0.25,0.19,0.59,0.32
459,5954.0,0.23,0.54,0.78,0.57,0.82,0.55,0.44,0.21,0.2,0.15
460,5967.0,0.48,2.05,1.01,0.57,0.43,0.48,0.9,0.3,0.16,0.54
461,5980.0,0.08,0.5,0.48,0.61,0.36,1.14,1.04,0.34,0.33,0.08
462,5993.0,,0.06,0.18,0.17,0.26,0.65,0.15,0.26,0.32,0.14
463,6006.0,,,0.1,0.35,0.19,0.32,0.65,0.52,0.41,0.27
464,6019.0,,,,0.14,0.21,0.4,0.94,0.21,0.19,0.23
465,6032.0,,,,,0.12,0.11,0.23,0.25,0.51,0.55
466,6045.0,,,,,,0.06,0.1,0.35,0.22,0.65
467,6058.0,,,,,,,0.09,0.09,0.13,0.2
468,6071.0,,,,,,,,0.17,0.15,0.19
469,6084.0,,,,,,,,,0.26,0.18
470,6097.0,,,,,,,,,,0.18
