No,Point,CH-A1,CH-A2,CH-A3,CH-A4,CH-A5,CH-B1,CH-B2,CH-B3,CH-B4,CH-B5
300,3887.0,0.19,0.15,0.11,0.42,0.23,0.34,0.38,0.24,0.18,0.12
301,3900.0,0.18,0.46,0.29,0.22,0.4,0.54,0.7,0.53,0.52,0.32
302,3913.0,0.47,0.41,0.29,0.1,0.47,0.76,0.34,0.49,0.51,0.62
303,3926.0,0.22,0.24,0.21,0.32,0.25,0.32,0.35,0.53,0.32,0.25
304,3939.0,0.15,0.09,0.25,0.3,0.21,0.23,0.21,0.37,0.28,0.22
305,3952.0,0.18,0.19,0.28,0.15,0.09,0.17,0.21,0.47,0.28,0.43
306,3965.0,0.18,0.1,0.08,0.08,0.13,0.17,0.36,0.67,0.73,0.61
307,3978.0,0.12,0.09,0.08,0.14,0.21,0.11,0.16,0.16,0.31,0.25
308,3991.0,0.39,0.22,0.17,0.33,0.22,0.55,0.23,0.39,0.26,0.19
309,4004.0,0.27,0.5,0.18,0.33,0.34,0.41,0.36,0.47,0.42,0.6
310,4017.0,0.3,0.2,0.28,0.32,0.21,0.43,0.38,0.34,0.34,0.25
311,4030.0,0.19,0.15,0.16,0.16,0.15,0.16,0.18,0.11,0.2,0.17
312,4043.0,0.29,0.17,0.29,0.18,0.23,0.5,0.44,0.71,0.63,0.64
313,4056.0,0.2,0.34,0.23,0.39,0.42,0.31,0.32,0.64,0.33,0.41
314,4069.0,0.25,0.25,0.3,0.31,0.4,0.29,0.4,0.82,0.45,0.65
315,4082.0,0.14,0.23,0.16,0.14,0.25,0.17,0.24,0.32,0.31,0.46
316,4095.0,0.1,0.16,0.14,0.24,0.16,0.19,0.17,0.23,0.28,0.16
317,4108.0,0.37,0.11,0.13,0.19,0.09,0.21,0.24,0.2,0.25,0.14
318,4121.0,0.73,0.42,0.27,0.13,0.26,0.29,0.45,0.23,0.39,0.2
319,4134.0,0.17,0.42,0.26,0.38,0.53,0.48,0.75,0.56,0.47,0.28
320,4147.0,0.17,0.14,0.19,0.11,0.13,0.34,0.18,0.25,0.2,0.25
321,4160.0,0.48,0.4,0.22,0.21,0.16,0.15,0.2,0.23,0.23,0.23
322,4173.0,0.29,0.24,0.25,0.35,0.23,0.2,0.41,0.26,0.39,0.29
323,4186.0,0.24,0.26,0.55,0.12,0.1,0.25,0.28,0.45,0.34,0.18
324,4199.0,0.43,0.46,0.24,0.33,0.32,0.33,0.41,0.49,0.61,0.36
325,4212.0,0.15,0.12,0.13,0.09,0.14,0.38,0.18,0.27,0.32,0.21
326,4225.0,0.27,0.16,0.29,0.26,0.12,0.33,0.3,0.32,0.29,0.29
327,4238.0,0.4,0.19,0.18,0.16,0.28,0.16,0.3,0.22,0.57,0.25
328,4251.0,0.12,0.13,0.1,0.13,0.11,0.4,0.29,0.35,0.53,0.37
329,4264.0,0.28,0.32,0.33,0.4,0.23,0.46,0.26,0.24,0.31,0.31
330,4277.0,0.19,0.21,0.17,0.2,0.11,0.26,0.14,0.23,0.15,0.17
331,4290.0,0.3,0.3,0.29,0.36,0.3,0.33,0.51,0.62,0.3,0.77
332,4303.0,0.47,0.6,0.38,0.38,0.24,0.31,0.34,0.3,0.28,0.21
333,4316.0,0.31,0.22,0.65,0.16,0.15,0.23,0.14,0.35,0.35,0.51
334,4329.0,0.36,0.19,0.26,0.3,0.23,0.19,0.25,0.5,0.65,0.77
335,4342.0,0.25,0.18,0.23,0.16,0.12,0.22,0.22,0.19,0.23,0.23
336,4355.0,0.19,0.34,0.49,0.22,0.23,0.25,0.31,0.44,0.57,0.35
337,4368.0,0.12,0.1,0.1,0.13,0.06,0.2,0.22,0.24,0.23,0.17
338,4381.0,0.3,0.22,0.1,0.28,0.24,0.18,0.28,0.51,0.32,0.43
339,4394.0,0.51,0.6,0.46,0.24,0.22,0.35,0.2,0.33,0.21,0.31
340,4407.0,0.15,0.15,0.2,0.19,0.12,0.34,0.31,0.23,0.42,0.3
341,4420.0,0.52,0.5,0.21,0.16,0.13,0.63,0.33,0.38,0.35,0.35
342,4433.0,0.32,0.32,0.29,0.19,0.29,0.36,0.27,0.49,0.48,0.35
343,4446.0,0.32,0.16,0.12,0.2,0.1,0.2,0.13,0.26,0.35,0.27
344,4459.0,0.33,0.54,0.37,0.4,0.23,0.21,0.16,0.29,0.5,0.39
345,4472.0,0.21,0.27,0.29,0.23,0.19,0.17,0.24,0.26,0.72,0.24
346,4485.0,0.39,0.32,0.28,0.23,0.22,0.23,0.23,0.61,0.4,0.37
347,4498.0,0.23,0.22,0.41,0.1,0.26,0.08,0.09,0.15,0.27,0.25
348,4511.0,0.28,0.19,0.28,0.2,0.15,0.33,0.13,0.42,0.34,0.35
349,4524.0,0.42,0.58,0.42,0.41,0.25,0.33,0.4,0.58,0.59,0.64
350,4537.0,0.32,0.22,0.3,0.33,0.24,0.37,0.2,0.19,0.36,0.3
351,4550.0,0.44,0.4,0.39,0.27,0.29,0.57,0.46,0.22,0.47,0.34
352,4563.0,0.25,0.22,0.36,0.16,0.27,0.28,0.37,0.57,0.37,0.48
353,4576.0,0.14,0.5,0.36,0.46,0.25,0.36,0.19,0.17,0.42,0.23
354,4589.0,0.25,0.47,0.32,0.36,0.39,0.26,0.45,0.42,0.36,0.4
355,4602.0,0.32,0.19,0.19,0.26,0.25,0.18,0.32,0.2,0.42,0.21
356,4615.0,0.33,0.15,0.32,0.28,0.26,0.2,0.49,0.64,0.47,0.2
357,4628.0,0.2,0.16,0.3,0.18,0.12,0.41,0.17,0.17,0.35,0.2
358,4641.0,0.37,0.26,0.22,0.32,0.39,0.3,0.2,0.23,0.23,0.16
359,4654.0,0.3,0.34,0.32,0.66,0.35,0.32,0.56,0.55,0.28,1.22
360,4667.0,0.27,0.34,0.18,0.2,0.15,0.33,0.23,0.35,0.44,0.24
361,4680.0,0.44,0.25,0.28,0.34,0.17,0.15,0.32,0.54,0.65,0.21
362,4693.0,0.26,0.19,0.24,0.17,0.13,0.37,0.73,0.18,0.43,0.28
363,4706.0,0.28,0.34,0.3,0.18,0.17,0.5,0.57,0.22,0.58,0.25
364,4719.0,0.37,0.35,0.31,0.29,0.33,0.42,0.41,0.53,0.37,0.32
365,4732.0,0.14,0.22,0.17,0.37,0.32,0.35,0.24,0.31,0.37,0.35
366,4745.0,0.45,0.15,0.24,0.18,0.28,0.29,0.19,0.32,0.71,0.53
367,4758.0,0.24,0.24,0.34,0.2,0.12,0.17,0.1,0.18,0.26,0.15
368,4771.0,0.22,0.26,0.26,0.14,0.11,0.16,0.14,0.18,0.37,0.25
369,4784.0,0.27,0.62,0.39,0.36,0.32,0.33,0.43,0.28,0.27,0.24
370,4797.0,0.53,0.6,0.22,0.32,0.2,0.28,0.27,0.29,0.4,0.24
371,4810.0,0.45,0.34,0.38,1.07,0.38,0.35,0.22,0.63,0.44,0.29
372,4823.0,0.26,0.32,0.31,0.34,0.19,0.51,0.17,0.52,0.49,0.41
373,4836.0,0.16,0.3,0.22,0.4,0.08,0.17,0.29,0.51,0.56,0.53
374,4849.0,0.3,0.57,0.31,0.31,0.31,0.27,0.42,0.38,0.51,0.4
375,4862.0,0.31,0.27,0.34,0.35,0.26,0.19,0.13,0.19,0.28,0.31
376,4875.0,0.24,0.18,0.26,0.3,0.24,0.15,0.36,0.33,0.33,0.19
377,4888.0,0.27,0.22,0.42,0.14,0.17,1.2,0.19,0.19,0.54,0.19
378,4901.0,0.2,0.12,0.21,0.11,0.2,0.79,0.34,0.69,0.67,0.43
379,4914.0,0.17,0.22,0.26,0.29,0.25,0.71,0.46,0.63,0.66,0.58
380,4927.0,0.27,0.32,0.49,0.24,0.26,0.46,0.5,0.76,0.88,0.4
381,4940.0,0.28,0.52,0.43,0.33,0.31,0.52,0.51,0.57,0.5,0.59
382,4953.0,0.35,0.44,0.33,0.45,0.34,0.54,0.22,0.19,0.51,0.42
383,4966.0,0.25,0.3,0.34,0.31,0.34,0.21,0.23,0.44,0.52,0.32
384,4979.0,0.27,0.24,0.24,0.48,0.3,0.61,0.45,0.36,0.64,0.32
385,4992.0,0.37,0.4,0.19,0.3,0.41,0.34,0.3,0.43,0.53,0.33
386,5005.0,0.12,0.21,0.23,0.39,0.14,0.21,0.16,0.32,0.34,0.59
387,5018.0,0.15,0.16,1.22,0.12,0.48,0.41,0.39,0.69,0.41,0.36
388,5031.0,0.27,0.33,0.26,0.35,0.14,0.17,0.25,0.52,0.32,0.1
389,5044.0,0.2,0.29,0.54,0.33,0.2,0.26,0.37,0.22,0.48,0.26
390,5057.0,0.22,0.36,0.29,0.38,0.28,0.33,0.57,0.38,0.39,0.26
391,5070.0,0.45,0.16,0.23,0.28,0.21,0.48,1.17,0.41,0.87,0.24
392,5083.0,0.28,0.14,0.27,0.39,0.24,0.58,0.74,0.53,0.72,0.51
393,5096.0,0.36,0.17,0.17,0.24,0.26,0.38,0.35,0.72,0.56,0.26
394,5109.0,0.22,0.23,0.32,0.23,0.32,0.26,0.97,0.52,0.52,0.5
395,5122.0,0.37,0.35,0.14,0.24,0.39,0.43,0.4,0.34,0.49,0.53
396,5135.0,0.5,0.31,0.3,0.16,0.58,0.43,0.54,0.28,0.59,0.21
397,5148.0,0.84,0.42,0.36,0.49,0.16,0.19,0.29,0.37,0.41,0.19
398,5161.0,0.14,0.3,0.29,0.38,0.52,0.33,0.32,0.42,0.43,0.13
399,5174.0,0.17,0.74,0.17,0.26,0.39,0.25,0.39,0.46,0.19,0.19
400,5187.0,0.37,0.47,0.44,0.61,0.69,0.72,0.64,0.57,0.65,0.32
401,5200.0,0.88,0.59,0.29,0.26,0.4,0.37,0.71,0.43,0.81,0.23
402,5213.0,0.47,1.14,0.34,0.4,0.27,0.93,0.68,0.14,0.49,0.6
403,5226.0,0.59,1.06,0.99,0.15,0.56,0.26,0.26,0.27,0.27,0.24
404,5239.0,0.39,0.34,0.11,0.15,0.56,0.44,0.2,0.32,0.15,0.45
405,5252.0,0.12,0.33,0.38,0.21,0.14,0.63,0.5,0.33,0.48,0.4
406,5265.0,0.16,0.18,0.23,0.12,0.12,0.26,0.25,0.38,0.36,0.49
407,5278.0,0.15,0.31,0.27,0.33,0.23,0.11,0.17,0.18,0.28,0.22
408,5291.0,0.13,0.25,0.21,0.18,0.24,0.09,0.3,0.24,0.34,0.13
409,5304.0,0.24,0.24,0.32,0.14,0.17,0.21,0.34,0.27,0.39,0.27
410,5317.0,0.55,0.54,0.43,0.33,0.37,0.31,0.45,0.43,0.2,0.35
411,5330.0,0.34,0.24,0.49,0.43,0.24,0.15,0.19,0.74,0.34,0.28
412,5343.0,0.31,0.44,0.09,0.16,0.23,0.13,0.66,0.48,1.18,0.56
413,5356.0,0.23,0.11,0.15,0.11,0.15,0.22,0.1,0.2,0.28,0.17
414,5369.0,0.18,0.22,0.13,0.27,0.25,0.23,0.45,0.34,0.32,0.22
415,5382.0,0.72,0.43,0.4,0.43,0.46,0.32,0.98,0.28,0.34,0.24
416,5395.0,0.55,0.3,0.23,0.38,0.46,0.39,0.35,0.37,0.34,0.2
417,5408.0,0.27,0.1,0.27,0.29,0.48,0.27,0.76,0.55,0.32,0.18
418,5421.0,0.39,0.2,0.23,0.24,0.17,0.28,0.21,0.32,0.3,0.21
419,5434.0,0.21,0.18,0.23,0.36,0.45,0.18,1.37,0.31,2.0,0.59
420,5447.0,0.13,0.21,0.33,0.13,0.21,0.52,0.49,0.62,0.73,0.54
421,5460.0,0.25,0.34,0.39,0.17,0.13,0.17,0.17,0.29,0.36,0.72
422,5473.0,0.72,0.21,0.27,0.15,0.44,0.32,0.15,0.17,0.62,0.17
423,5486.0,0.33,0.43,0.09,0.38,0.09,0.25,0.14,0.18,0.76,0.23
424,5499.0,0.14,0.16,0.13,0.27,0.26,0.16,0.17,0.23,0.36,0.26
425,5512.0,0.31,0.56,0.31,0.28,0.2,0.53,0.69,0.54,0.36,0.73
426,5525.0,0.25,0.56,0.38,0.4,0.42,0.48,0.47,0.57,0.47,0.32
427,5538.0,0.09,0.33,0.24,0.32,0.31,0.17,0.4,0.13,2.24,0.2
428,5551.0,0.09,0.21,0.5,0.23,0.23,0.19,0.18,0.13,0.26,0.28
429,5564.0,0.09,0.34,0.32,0.24,0.11,0.32,0.27,0.52,0.36,0.2
430,5577.0,0.31,0.31,0.35,0.36,0.5,0.41,0.4,0.49,0.3,0.58
431,5590.0,0.61,0.54,0.45,0.86,0.92,0.36,0.18,0.27,0.4,0.38
432,5603.0,0.42,0.29,0.49,0.22,0.4,1.39,1.09,1.54,1.94,1.77
433,5616.0,0.48,0.48,0.16,0.17,0.18,0.94,0.56,1.05,1.3,1.23
434,5629.0,0.35,0.54,0.27,0.35,0.34,0.26,0.56,0.35,0.3,0.21
435,5642.0,0.27,0.31,0.47,0.44,0.34,0.26,0.5,0.33,0.46,0.32
436,5655.0,0.16,0.19,0.11,0.16,0.36,0.19,0.34,0.19,0.3,0.49
437,5668.0,0.09,0.08,0.08,0.12,0.23,0.3,0.2,0.15,0.35,0.09
438,5681.0,0.15,0.1,0.09,0.19,0.38,0.12,0.32,0.1,0.24,0.1
439,5694.0,0.33,0.43,0.29,0.16,0.22,0.59,0.58,0.42,0.65,0.35
440,5707.0,0.28,0.39,0.16,0.22,0.38,0.79,0.35,0.62,0.26,0.38
441,5720.0,0.25,0.2,0.2,0.18,0.46,0.36,0.54,0.26,0.42,0.4
442,5733.0,0.14,0.08,0.09,0.19,0.1,0.49,0.32,0.54,0.16,0.41
443,5746.0,0.13,0.11,0.21,0.22,0.15,0.46,0.23,0.28,0.19,0.16
444,5759.0,0.1,0.15,0.1,0.43,0.3,0.55,0.42,0.13,0.17,0.15
445,5772.0,0.14,0.18,0.2,0.5,0.27,0.33,0.39,0.17,0.31,0.11
446,5785.0,0.14,0.13,0.12,0.15,0.34,0.5,0.73,0.39,0.17,0.15
447,5798.0,0.23,0.14,0.22,0.14,0.27,0.49,0.48,0.47,0.11,0.17
448,5811.0,0.56,0.57,0.26,0.1,0.27,0.44,0.42,0.74,0.48,0.18
449,5824.0,0.45,0.42,0.41,0.28,0.47,0.43,0.51,0.57,0.64,0.44
450,5837.0,0.13,0.27,0.2,0.53,0.2,0.46,0.58,0.54,0.4,0.26
451,5850.0,0.26,0.13,0.2,0.73,0.41,0.61,0.24,0.81,1.08,0.17
452,5863.0,0.24,0.31,0.18,0.43,0.19,0.57,0.25,0.37,0.22,0.49
453,5876.0,0.27,0.17,0.11,0.29,0.12,0.36,0.29,0.16,0.15,0.22
454,5889.0,0.37,0.35,0.32,0.29,0.09,0.4,0.51,0.52,0.56,0.2
455,5902.0,0.39,0.25,0.33,0.13,0.28,0.22,0.37,0.65,0.11,0.25
456,5915.0,0.46,0.24,0.24,0.87,0.21,0.51,0.15,0.18,0.35,0.1
457,5928.0,0.9,1.05,0.45,0.32,0.26,0.3,0.1,0.43,0.36,0.19
458,5941.0,0.73,0.83,0.94,0.4,1.23,0.56,0.21,0.3,0.59,0.11
459,5954.0,0.37,0.51,0.6,0.43,0.42,0.72,0.52,0.61,0.75,0.37
460,5967.0,0.24,0.23,0.69,1.77,0.43,0.49,0.24,0.36,0.33,0.14
461,5980.0,,0.08,0.49,0.48,3.0,1.08,1.37,1.36,1.05,0.53
462,5993.0,,,0.14,0.13,0.33,0.56,0.5,0.49,0.89,0.33
463,6006.0,,,,0.09,0.24,0.54,0.61,0.3,0.51,0.49
464,6019.0,,,,,0.08,0.14,1.44,0.58,0.41,0.52
465,6032.0,,,,,,0.08,0.24,0.29,0.29,0.23
466,6045.0,,,,,,,0.07,0.22,0.69,0.85
467,6058.0,,,,,,,,0.09,0.14,0.22
468,6071.0,,,,,,,,,0.14,0.15
469,6084.0,,,,,,,,,,0.07
