No,Point,CH-A1,CH-A2,CH-A3,CH-A4,CH-A5,CH-B1,CH-B2,CH-B3,CH-B4,CH-B5
300,3887.0,0.24,0.28,0.24,0.26,0.23,0.37,0.45,0.26,0.23,0.31
301,3900.0,0.24,0.15,0.17,0.2,0.32,0.25,0.2,0.25,0.41,0.18
302,3913.0,0.17,0.2,0.14,0.22,0.17,0.35,0.43,0.33,0.46,0.43
303,3926.0,0.2,0.17,0.28,0.23,0.2,0.29,0.2,0.13,0.29,0.18
304,3939.0,0.22,0.21,0.17,0.24,0.4,0.15,0.25,0.16,0.42,0.2
305,3952.0,1.29,0.49,0.38,0.31,0.39,0.44,0.29,0.25,0.2,0.12
306,3965.0,0.15,0.3,0.34,0.31,0.32,0.4,0.16,0.1,0.18,0.28
307,3978.0,0.39,0.27,0.16,0.17,0.13,0.11,0.2,0.74,0.97,0.89
308,3991.0,0.09,0.11,0.1,0.08,0.18,0.27,0.19,0.62,0.35,0.33
309,4004.0,0.16,0.16,0.19,0.3,0.35,0.19,0.38,0.31,0.22,0.13
310,4017.0,0.23,0.26,0.23,0.24,0.22,0.21,0.28,0.32,0.43,0.16
311,4030.0,0.35,0.31,0.25,0.28,0.32,0.32,0.46,0.51,0.32,0.18
312,4043.0,0.18,0.21,0.21,0.25,0.21,0.2,0.16,0.28,0.34,0.19
313,4056.0,0.14,0.13,0.18,0.1,0.11,0.08,0.09,0.14,0.21,0.18
314,4069.0,0.21,0.26,0.21,0.2,0.24,0.27,0.2,0.69,0.67,0.56
315,4082.0,0.22,0.21,0.36,0.22,0.37,0.3,0.37,0.36,0.54,1.01
316,4095.0,0.42,0.32,0.26,0.25,0.31,0.29,0.29,0.29,0.43,0.31
317,4108.0,0.23,0.31,0.16,0.2,0.14,0.21,0.29,0.29,0.28,0.19
318,4121.0,0.12,0.12,0.1,0.11,0.1,0.11,0.11,0.21,0.15,0.13
319,4134.0,0.19,0.24,0.11,0.19,0.16,0.11,0.21,0.19,0.22,0.12
320,4147.0,0.37,0.35,0.26,0.2,0.24,0.2,0.36,0.31,0.4,0.38
321,4160.0,0.16,0.36,0.28,0.46,0.29,0.35,0.61,0.34,0.55,0.42
322,4173.0,0.15,0.24,0.34,0.22,0.18,0.11,0.23,0.25,0.32,0.21
323,4186.0,0.18,0.13,0.15,0.27,0.22,0.19,0.11,0.21,0.12,0.14
324,4199.0,0.1,0.12,0.19,0.1,0.09,0.27,0.26,0.17,0.17,0.2
325,4212.0,0.19,0.27,0.33,0.28,0.26,0.39,0.37,0.29,0.27,0.32
326,4225.0,0.2,0.17,0.22,1.97,0.77,0.53,0.36,0.46,0.43,0.37
327,4238.0,0.12,0.13,0.15,0.23,0.16,0.21,0.29,0.27,0.35,0.21
328,4251.0,0.47,0.3,0.2,0.15,0.4,0.13,0.14,0.16,0.23,0.11
329,4264.0,0.23,0.25,0.11,0.29,0.39,0.43,0.38,0.19,0.25,0.18
330,4277.0,0.22,0.18,0.11,0.14,0.18,0.39,0.33,0.23,0.54,0.22
331,4290.0,0.21,0.14,0.28,0.24,0.11,0.19,0.21,0.38,0.37,0.17
332,4303.0,0.3,0.38,0.31,0.17,0.17,0.31,0.21,0.29,0.21,0.19
333,4316.0,0.23,0.38,0.34,0.16,0.25,0.24,0.19,0.17,0.25,0.23
334,4329.0,0.17,0.13,0.11,0.15,0.12,0.14,0.35,0.36,0.16,0.16
335,4342.0,0.24,0.2,0.28,0.17,0.19,0.24,0.38,0.25,0.52,0.22
336,4355.0,0.16,0.21,0.29,0.19,0.19,0.19,0.38,0.25,0.22,0.2
337,4368.0,0.27,0.25,0.21,0.16,0.25,0.28,0.47,0.24,0.31,0.17
338,4381.0,0.39,0.23,0.27,0.15,0.14,0.12,0.47,0.24,0.41,0.3
339,4394.0,0.34,0.27,0.15,0.14,0.11,0.13,0.14,0.28,0.31,0.35
340,4407.0,0.13,0.23,0.23,0.25,0.18,0.19,0.2,0.24,0.2,0.25
341,4420.0,0.38,0.26,0.21,0.34,0.31,0.26,0.42,0.48,0.42,0.29
342,4433.0,0.87,0.75,0.54,0.31,0.21,0.26,0.29,0.27,0.29,0.29
343,4446.0,0.14,0.3,0.29,0.15,0.15,0.12,0.16,0.22,0.25,0.23
344,4459.0,0.12,0.16,0.12,0.1,0.49,0.6,1.22,0.85,0.16,0.14
345,4472.0,0.31,0.28,0.22,0.2,0.3,0.38,0.4,0.44,0.41,0.34
346,4485.0,0.13,0.31,0.24,0.21,0.3,0.28,0.21,0.22,0.4,0.15
347,4498.0,0.24,0.12,0.28,0.13,0.11,0.28,0.2,0.21,0.27,0.27
348,4511.0,0.14,0.36,0.3,0.19,0.22,0.41,0.34,0.36,0.47,0.28
349,4524.0,0.26,0.12,0.19,0.55,0.24,0.39,0.24,0.28,0.38,0.28
350,4537.0,0.35,0.18,0.53,0.11,0.11,0.17,0.22,0.33,0.41,0.18
351,4550.0,0.27,0.35,0.24,0.2,0.36,0.41,0.22,0.31,0.42,0.28
352,4563.0,0.16,0.43,0.39,0.38,0.32,0.34,0.23,0.5,0.49,0.45
353,4576.0,0.16,0.35,0.14,0.29,0.19,0.18,0.13,0.24,0.27,0.21
354,4589.0,0.26,0.41,0.11,0.15,0.25,0.66,1.12,0.25,0.23,0.27
355,4602.0,0.17,0.09,0.16,0.3,0.15,0.26,0.21,0.3,0.57,0.19
356,4615.0,0.24,0.28,0.46,0.24,0.19,0.19,0.19,0.27,0.25,0.21
357,4628.0,0.12,0.18,0.17,0.14,0.1,0.21,0.24,0.21,0.32,0.18
358,4641.0,0.15,0.19,0.33,0.48,0.36,1.84,0.37,0.37,0.26,0.17
359,4654.0,0.54,0.29,0.61,0.48,0.24,0.3,0.18,0.82,0.25,0.22
360,4667.0,0.13,0.2,0.14,0.17,0.35,0.23,0.34,0.33,0.4,1.44
361,4680.0,0.32,0.36,0.33,0.3,0.26,0.28,0.23,0.38,0.47,1.18
362,4693.0,0.42,0.29,0.23,0.21,0.26,0.27,0.26,0.18,0.54,0.3
363,4706.0,0.28,0.24,0.17,0.38,0.22,0.28,0.22,0.53,0.4,0.28
364,4719.0,0.24,0.2,0.39,0.24,0.65,0.26,0.43,0.61,0.42,0.27
365,4732.0,0.15,0.13,0.19,0.15,0.13,0.16,0.19,0.27,0.26,0.24
366,4745.0,0.51,0.51,0.28,0.42,0.45,0.34,0.23,0.59,0.53,0.53
367,4758.0,0.33,0.15,0.14,0.22,0.12,0.21,0.18,0.11,0.34,0.21
368,4771.0,0.45,0.46,0.31,0.24,0.43,0.51,0.16,0.19,0.27,0.17
369,4784.0,0.21,0.17,0.32,0.36,0.24,0.22,0.33,0.37,0.35,0.34
370,4797.0,0.22,0.25,0.16,0.28,0.4,0.76,0.55,0.4,0.24,0.28
371,4810.0,0.31,0.28,0.29,0.22,0.34,0.33,0.37,0.35,0.46,0.4
372,4823.0,0.17,0.16,0.2,0.36,0.34,0.56,0.29,0.62,0.65,0.27
373,4836.0,0.32,0.27,0.29,0.2,0.36,0.23,0.72,0.43,0.39,0.26
374,4849.0,0.35,0.22,0.19,0.16,0.17,0.44,0.45,0.82,0.41,0.38
375,4862.0,0.23,0.23,0.12,0.14,0.16,0.11,0.3,0.29,0.4,0.33
376,4875.0,0.39,0.43,0.22,0.26,0.4,0.46,0.41,1.5,0.53,0.37
377,4888.0,0.22,0.14,0.17,0.19,0.25,0.58,0.53,0.42,0.26,0.12
378,4901.0,0.3,0.41,0.82,0.23,0.23,0.24,0.26,0.29,0.54,0.23
379,4914.0,0.17,0.26,0.27,0.19,0.23,0.3,0.4,0.52,0.47,0.43
380,4927.0,0.2,0.15,0.12,0.22,0.13,0.27,0.29,0.34,0.52,0.4
381,4940.0,0.32,0.4,0.29,0.38,0.2,0.31,0.36,0.49,0.33,0.42
382,4953.0,0.28,0.25,0.26,0.25,0.18,0.14,0.25,0.32,0.37,0.32
383,4966.0,0.26,0.2,0.31,0.18,0.26,0.4,0.28,0.38,0.47,0.45
384,4979.0,0.31,0.34,0.1,0.11,0.17,0.28,0.35,0.47,0.6,0.61
385,4992.0,0.22,0.22,0.22,0.1,0.25,0.15,0.39,0.47,0.28,0.27
386,5005.0,0.24,0.41,0.45,0.43,0.32,0.63,0.44,0.5,0.51,0.45
387,5018.0,0.2,0.17,0.5,0.23,0.12,0.29,0.28,0.51,0.44,0.21
388,5031.0,1.25,0.42,0.16,0.44,0.2,0.33,0.28,0.85,0.36,0.4
389,5044.0,0.73,0.59,0.56,0.27,0.38,0.33,0.48,0.29,0.36,0.34
390,5057.0,0.43,0.28,0.32,0.51,0.21,0.26,0.24,0.21,0.28,0.27
391,5070.0,0.44,0.37,0.5,0.28,0.3,0.24,0.29,0.41,0.37,0.47
392,5083.0,0.16,0.26,0.13,0.27,0.1,0.37,0.17,0.16,0.53,0.18
393,5096.0,0.36,0.54,0.41,0.3,0.2,0.24,0.16,0.46,0.3,0.2
394,5109.0,0.28,0.29,1.33,1.33,0.94,0.33,0.47,1.39,1.0,0.2
395,5122.0,0.26,0.32,0.29,0.14,0.22,0.12,0.58,0.19,0.24,0.38
396,5135.0,0.28,0.24,0.28,0.42,0.48,0.28,0.46,0.39,0.25,0.32
397,5148.0,0.24,0.29,0.3,0.28,0.16,0.35,0.42,0.2,0.38,0.15
398,5161.0,0.38,0.2,0.12,0.19,0.22,0.29,0.41,0.59,0.72,0.45
399,5174.0,0.75,0.37,0.25,0.1,0.26,0.27,0.47,0.49,0.66,0.72
400,5187.0,0.33,0.47,0.31,0.18,0.14,0.29,0.42,0.46,0.45,0.22
401,5200.0,0.4,0.38,0.55,0.29,0.46,0.41,0.49,0.52,0.38,0.52
402,5213.0,0.25,0.17,0.22,0.25,0.35,0.38,0.26,0.54,0.41,0.19
403,5226.0,0.26,0.13,0.37,0.14,0.39,0.35,0.37,0.5,0.68,0.23
404,5239.0,0.12,0.22,0.27,0.14,0.11,0.43,0.81,1.67,2.21,0.3
405,5252.0,0.17,0.44,0.46,0.18,0.21,0.46,0.33,0.4,0.46,0.52
406,5265.0,0.42,0.64,0.29,0.24,0.35,0.29,0.27,0.31,0.64,0.45
407,5278.0,0.48,0.27,0.2,0.14,0.57,0.5,0.28,0.64,0.4,0.24
408,5291.0,0.51,0.38,0.76,0.27,0.49,0.44,0.64,0.25,0.57,0.36
409,5304.0,0.57,0.43,0.44,0.28,0.38,0.34,0.5,0.24,0.52,1.2
410,5317.0,0.11,0.26,0.55,0.47,0.33,0.21,0.47,0.69,0.57,0.35
411,5330.0,0.23,0.27,0.13,0.73,0.46,0.19,0.22,0.37,0.45,0.43
412,5343.0,0.11,0.11,0.1,0.14,0.37,0.32,0.2,0.15,0.39,0.16
413,5356.0,0.22,0.19,0.25,0.2,0.15,0.22,0.29,0.15,0.23,0.23
414,5369.0,0.14,0.2,0.12,0.22,0.23,0.12,0.19,0.17,0.52,0.13
415,5382.0,0.27,0.14,0.1,0.15,0.19,0.11,0.09,0.17,0.22,0.11
416,5395.0,0.34,0.28,0.34,0.25,0.41,0.41,0.41,0.42,0.9,0.39
417,5408.0,0.35,0.21,0.36,0.24,0.42,0.81,0.28,0.28,0.44,0.28
418,5421.0,0.23,0.17,0.31,0.38,1.53,0.56,0.5,0.32,0.35,0.35
419,5434.0,0.19,0.12,0.29,0.3,0.3,0.41,0.82,0.21,0.51,0.43
420,5447.0,0.21,1.73,0.31,0.22,0.25,0.39,0.49,0.81,0.52,0.43
421,5460.0,0.3,0.21,0.7,0.22,0.11,0.15,0.55,0.19,0.31,0.33
422,5473.0,0.31,0.31,0.09,0.39,0.12,0.17,0.35,0.19,0.26,0.25
423,5486.0,0.35,0.7,0.27,0.15,0.2,0.33,0.4,0.14,0.3,0.13
424,5499.0,0.24,0.61,0.15,0.27,0.3,0.25,0.36,0.26,0.34,0.1
425,5512.0,0.24,0.39,0.18,0.16,0.28,0.26,0.16,0.13,0.3,0.17
426,5525.0,0.3,0.4,0.4,0.48,0.6,0.6,0.27,0.51,0.65,0.48
427,5538.0,0.25,0.23,0.35,0.43,0.54,0.43,0.32,0.25,0.32,0.39
428,5551.0,0.33,0.36,0.17,0.76,0.28,0.23,0.9,0.26,0.49,0.34
429,5564.0,0.46,0.52,0.24,0.23,0.39,0.47,0.61,0.37,0.63,0.27
430,5577.0,0.49,0.24,0.15,0.25,0.21,0.32,0.67,0.51,0.29,0.35
431,5590.0,0.34,0.21,0.13,0.21,0.1,0.38,0.76,0.46,0.26,0.42
432,5603.0,0.29,0.37,0.27,0.28,0.36,0.43,0.71,0.65,0.4,0.4
433,5616.0,0.21,0.15,0.37,0.26,0.19,0.56,0.86,0.75,0.39,0.57
434,5629.0,0.26,0.18,0.27,0.16,0.45,0.13,0.92,0.19,0.44,0.41
435,5642.0,0.49,0.24,0.27,0.13,0.09,0.29,0.32,0.29,0.39,0.29
436,5655.0,0.55,0.48,0.67,0.39,0.3,0.34,0.19,0.41,0.34,0.33
437,5668.0,0.43,0.29,0.38,0.39,0.39,0.3,0.41,0.38,0.4,0.53
438,5681.0,0.25,0.41,0.21,0.23,0.32,0.49,0.89,0.52,0.56,0.31
439,5694.0,0.44,0.72,0.19,0.12,0.3,0.45,0.65,0.24,0.53,0.49
440,5707.0,0.17,0.47,0.65,0.38,0.42,0.07,0.22,0.2,0.36,0.43
441,5720.0,0.6,0.68,0.35,0.35,0.36,0.21,0.39,0.24,0.49,0.68
442,5733.0,0.58,0.3,0.31,0.33,0.27,0.38,0.38,0.13,0.52,0.52
443,5746.0,0.82,0.59,0.47,0.23,0.37,0.45,0.35,0.43,0.66,0.26
444,5759.0,0.51,0.37,0.46,0.29,0.38,1.02,0.51,0.5,0.6,0.32
445,5772.0,0.12,0.34,0.1,0.44,0.11,0.34,0.84,0.89,0.52,0.67
446,5785.0,0.11,0.36,0.31,0.16,0.37,0.35,0.49,0.7,0.4,0.56
447,5798.0,0.09,0.13,0.13,0.09,0.22,0.18,0.16,0.62,0.37,0.27
448,5811.0,0.13,0.37,0.32,0.19,0.17,0.12,0.46,0.19,0.25,0.23
449,5824.0,0.13,0.19,0.36,0.26,0.12,0.12,0.21,0.13,0.39,0.12
450,5837.0,0.09,0.1,0.37,0.29,0.16,0.09,0.21,0.35,0.4,0.65
451,5850.0,0.36,0.29,0.35,0.25,0.45,0.45,0.44,0.4,0.52,0.35
452,5863.0,0.33,0.27,0.27,0.18,0.36,0.29,0.34,0.48,0.41,0.28
453,5876.0,0.44,0.25,0.23,0.48,0.34,0.36,0.43,0.41,0.38,0.26
454,5889.0,0.32,0.13,0.28,0.32,0.25,0.45,0.31,0.35,0.53,0.67
455,5902.0,0.29,0.17,0.31,0.2,0.22,0.5,0.48,0.35,0.43,0.24
456,5915.0,1.06,0.68,0.34,0.37,0.53,0.35,0.39,0.4,0.44,0.26
457,5928.0,0.37,0.47,0.28,0.34,0.36,0.24,0.46,0.22,0.18,0.25
458,5941.0,0.32,0.47,0.26,0.25,0.19,0.31,0.4,0.21,0.21,0.16
459,5954.0,0.4,0.41,0.68,0.34,0.17,0.33,0.2,0.33,0.11,0.11
460,5967.0,0.21,0.6,0.75,0.61,0.34,0.38,0.26,0.48,0.17,0.11
461,5980.0,0.61,0.65,0.7,0.89,0.27,0.49,0.36,0.26,0.45,0.18
462,5993.0,,0.14,0.2,0.22,0.25,0.32,0.49,0.25,0.41,0.21
463,6006.0,,,0.09,0.16,0.29,0.4,0.33,0.68,0.52,0.74
464,6019.0,,,,0.16,0.48,0.18,0.21,0.35,0.46,0.41
465,6032.0,,,,,0.53,1.29,0.34,0.21,0.3,0.48
466,6045.0,,,,,,0.08,0.23,0.56,0.33,0.47
467,6058.0,,,,,,,0.12,0.14,0.16,0.13
468,6071.0,,,,,,,,0.13,0.3,0.16
469,6084.0,,,,,,,,,0.12,0.53
470,6097.0,,,,,,,,,,0.53
