date,lot_id,mixer_start,mixer_end,hopper_start,hopper_end,auger_start,auger_end,rhk_input_start,rhk_input_end,rhk_output_start,rhk_output_end,roc_start,roc_end,target_icp1
2022-02-09,220209566,2022-02-09 14:40:00,2022-02-09 14:50:00,2022-02-09 14:55:00,2022-02-09 16:34:00,2022-02-09 16:34:00,2022-02-09 17:33:00,2022-02-09 17:33:00,2022-02-09 18:02:00,2022-02-09 18:02:00,2022-02-09 18:32:00,2022-02-09 18:32:00,2022-02-09 19:12:00,0.5132
2022-02-09,220209567,2022-02-09 16:20:00,2022-02-09 16:29:00,2022-02-09 16:34:00,2022-02-09 18:15:00,2022-02-09 18:15:00,2022-02-09 19:12:00,2022-02-09 19:12:00,2022-02-09 19:41:00,2022-02-09 19:41:00,2022-02-09 20:09:00,2022-02-09 20:09:00,2022-02-09 20:48:00,0.3775
2022-02-09,220209568,2022-02-09 18:00:00,2022-02-09 18:09:00,2022-02-09 18:15:00,2022-02-09 19:59:00,2022-02-09 19:59:00,2022-02-09 21:00:00,2022-02-09 21:00:00,2022-02-09 21:29:00,2022-02-09 21:29:00,2022-02-09 21:59:00,2022-02-09 21:59:00,2022-02-09 22:37:00,0.3036
2022-02-09,220209569,2022-02-09 19:40:00,2022-02-09 19:49:00,2022-02-09 19:59:00,2022-02-09 21:40:00,2022-02-09 21:40:00,2022-02-09 22:39:00,2022-02-09 22:39:00,2022-02-09 23:07:00,2022-02-09 23:07:00,2022-02-09 23:36:00,2022-02-09 23:36:00,2022-02-10 00:17:00,0.4876
2022-02-09,220209570,2022-02-09 21:20:00,2022-02-09 21:30:00,2022-02-09 21:40:00,2022-02-09 23:20:00,2022-02-09 23:20:00,2022-02-10 00:20:00,2022-02-10 00:20:00,2022-02-10 00:49:00,2022-02-10 00:49:00,2022-02-10 01:19:00,2022-02-10 01:19:00,2022-02-10 01:57:00,0.2842
2022-02-09,220209571,2022-02-09 23:00:00,2022-02-09 23:10:00,2022-02-09 23:20:00,2022-02-10 01:00:00,2022-02-10 01:00:00,2022-02-10 01:58:00,2022-02-10 01:58:00,2022-02-10 02:27:00,2022-02-10 02:27:00,2022-02-10 02:57:00,2022-02-10 02:57:00,2022-02-10 03:36:00,0.6268
2022-02-10,220210572,2022-02-10 00:40:00,2022-02-10 00:49:00,2022-02-10 01:00:00,2022-02-10 02:39:00,2022-02-10 02:39:00,2022-02-10 03:40:00,2022-02-10 03:40:00,2022-02-10 04:11:00,2022-02-10 04:11:00,2022-02-10 04:41:00,2022-02-10 04:41:00,2022-02-10 05:19:00,0.5095
2022-02-10,220210573,2022-02-10 02:20:00,2022-02-10 02:29:00,2022-02-10 02:39:00,2022-02-10 04:23:00,2022-02-10 04:23:00,2022-02-10 05:23:00,2022-02-10 05:23:00,2022-02-10 05:51:00,2022-02-10 05:51:00,2022-02-10 06:21:00,2022-02-10 06:21:00,2022-02-10 07:00:00,0.683
2022-02-10,220210574,2022-02-10 04:00:00,2022-02-10 04:09:00,2022-02-10 04:23:00,2022-02-10 06:04:00,2022-02-10 06:04:00,2022-02-10 07:06:00,2022-02-10 07:06:00,2022-02-10 07:35:00,2022-02-10 07:35:00,2022-02-10 08:05:00,2022-02-10 08:05:00,2022-02-10 08:46:00,0.5295
2022-02-10,220210575,2022-02-10 05:40:00,2022-02-10 05:49:00,2022-02-10 06:04:00,2022-02-10 07:39:00,2022-02-10 07:39:00,2022-02-10 08:36:00,2022-02-10 08:36:00,2022-02-10 09:07:00,2022-02-10 09:07:00,2022-02-10 09:37:00,2022-02-10 09:37:00,2022-02-10 10:18:00,0.7337
2022-02-10,220210576,2022-02-10 07:20:00,2022-02-10 07:29:00,2022-02-10 07:39:00,2022-02-10 09:23:00,2022-02-10 09:23:00,2022-02-10 10:21:00,2022-02-10 10:21:00,2022-02-10 10:52:00,2022-02-10 10:52:00,2022-02-10 11:23:00,2022-02-10 11:23:00,2022-02-10 12:02:00,0.5197
2022-02-10,220210577,2022-02-10 09:00:00,2022-02-10 09:10:00,2022-02-10 09:23:00,2022-02-10 11:00:00,2022-02-10 11:00:00,2022-02-10 12:00:00,2022-02-10 12:00:00,2022-02-10 12:31:00,2022-02-10 12:31:00,2022-02-10 13:01:00,2022-02-10 13:01:00,2022-02-10 13:40:00,0.5795
2022-02-10,220210578,2022-02-10 10:40:00,2022-02-10 10:50:00,2022-02-10 11:00:00,2022-02-10 12:44:00,2022-02-10 12:44:00,2022-02-10 13:42:00,2022-02-10 13:42:00,2022-02-10 14:12:00,2022-02-10 14:12:00,2022-02-10 14:42:00,2022-02-10 14:42:00,2022-02-10 15:21:00,0.3776
2022-02-10,220210579,2022-02-10 12:20:00,2022-02-10 12:29:00,2022-02-10 12:44:00,2022-02-10 14:22:00,2022-02-10 14:22:00,2022-02-10 15:22:00,2022-02-10 15:22:00,2022-02-10 15:51:00,2022-02-10 15:51:00,2022-02-10 16:21:00,2022-02-10 16:21:00,2022-02-10 17:00:00,0.5646
2022-02-10,220210580,2022-02-10 14:00:00,2022-02-10 14:10:00,2022-02-10 14:22:00,2022-02-10 15:59:00,2022-02-10 15:59:00,2022-02-10 16:58:00,2022-02-10 16:58:00,2022-02-10 17:27:00,2022-02-10 17:27:00,2022-02-10 17:55:00,2022-02-10 17:55:00,2022-02-10 18:34:00,0.6865
2022-02-10,220210581,2022-02-10 15:40:00,2022-02-10 15:50:00,2022-02-10 15:59:00,2022-02-10 17:37:00,2022-02-10 17:37:00,2022-02-10 18:39:00,2022-02-10 18:39:00,2022-02-10 19:09:00,2022-02-10 19:09:00,2022-02-10 19:38:00,2022-02-10 19:38:00,2022-02-10 20:16:00,0.5873
2022-02-10,220210582,2022-02-10 17:20:00,2022-02-10 17:29:00,2022-02-10 17:37:00,2022-02-10 19:19:00,2022-02-10 19:19:00,2022-02-10 20:19:00,2022-02-10 20:19:00,2022-02-10 20:47:00,2022-02-10 20:47:00,2022-02-10 21:15:00,2022-02-10 21:15:00,2022-02-10 21:56:00,0.5287
2022-02-10,220210583,2022-02-10 19:00:00,2022-02-10 19:09:00,2022-02-10 19:19:00,2022-02-10 20:57:00,2022-02-10 20:57:00,2022-02-10 21:57:00,2022-02-10 21:57:00,2022-02-10 22:25:00,2022-02-10 22:25:00,2022-02-10 22:54:00,2022-02-10 22:54:00,2022-02-10 23:33:00,0.6583
2022-02-10,220210584,2022-02-10 20:40:00,2022-02-10 20:49:00,2022-02-10 20:57:00,2022-02-10 22:38:00,2022-02-10 22:38:00,2022-02-10 23:36:00,2022-02-10 23:36:00,2022-02-11 00:06:00,2022-02-11 00:06:00,2022-02-11 00:34:00,2022-02-11 00:34:00,2022-02-11 01:13:00,0.793
2022-02-10,220210585,2022-02-10 22:20:00,2022-02-10 22:30:00,2022-02-10 22:38:00,2022-02-11 00:14:00,2022-02-11 00:14:00,2022-02-11 01:12:00,2022-02-11 01:12:00,2022-02-11 01:41:00,2022-02-11 01:41:00,2022-02-11 02:11:00,2022-02-11 02:11:00,2022-02-11 02:52:00,0.2878
2022-02-11,220211586,2022-02-11 00:00:00,2022-02-11 00:09:00,2022-02-11 00:14:00,2022-02-11 01:55:00,2022-02-11 01:55:00,2022-02-11 02:53:00,2022-02-11 02:53:00,2022-02-11 03:23:00,2022-02-11 03:23:00,2022-02-11 03:53:00,2022-02-11 03:53:00,2022-02-11 04:32:00,0.3108
2022-02-11,220211587,2022-02-11 01:40:00,2022-02-11 01:49:00,2022-02-11 01:55:00,2022-02-11 03:37:00,2022-02-11 03:37:00,2022-02-11 04:35:00,2022-02-11 04:35:00,2022-02-11 05:05:00,2022-02-11 05:05:00,2022-02-11 05:33:00,2022-02-11 05:33:00,2022-02-11 06:12:00,0.4067
2022-02-11,220211588,2022-02-11 03:20:00,2022-02-11 03:30:00,2022-02-11 03:37:00,2022-02-11 05:20:00,2022-02-11 05:20:00,2022-02-11 06:20:00,2022-02-11 06:20:00,2022-02-11 06:50:00,2022-02-11 06:50:00,2022-02-11 07:21:00,2022-02-11 07:21:00,2022-02-11 08:00:00,0.4985
2022-02-11,220211589,2022-02-11 05:00:00,2022-02-11 05:10:00,2022-02-11 05:20:00,2022-02-11 06:55:00,2022-02-11 06:55:00,2022-02-11 07:57:00,2022-02-11 07:57:00,2022-02-11 08:26:00,2022-02-11 08:26:00,2022-02-11 08:54:00,2022-02-11 08:54:00,2022-02-11 09:33:00,0.3604
2022-02-11,220211590,2022-02-11 06:40:00,2022-02-11 06:50:00,2022-02-11 06:55:00,2022-02-11 08:35:00,2022-02-11 08:35:00,2022-02-11 09:35:00,2022-02-11 09:35:00,2022-02-11 10:04:00,2022-02-11 10:04:00,2022-02-11 10:33:00,2022-02-11 10:33:00,2022-02-11 11:12:00,0.5114
2022-02-11,220211591,2022-02-11 08:20:00,2022-02-11 08:29:00,2022-02-11 08:35:00,2022-02-11 10:10:00,2022-02-11 10:10:00,2022-02-11 11:07:00,2022-02-11 11:07:00,2022-02-11 11:38:00,2022-02-11 11:38:00,2022-02-11 12:09:00,2022-02-11 12:09:00,2022-02-11 12:50:00,0.5321
2022-02-11,220211592,2022-02-11 10:00:00,2022-02-11 10:09:00,2022-02-11 10:10:00,2022-02-11 11:51:00,2022-02-11 11:51:00,2022-02-11 12:50:00,2022-02-11 12:50:00,2022-02-11 13:20:00,2022-02-11 13:20:00,2022-02-11 13:50:00,2022-02-11 13:50:00,2022-02-11 14:30:00,0.5661
2022-02-11,220211593,2022-02-11 11:40:00,2022-02-11 11:49:00,2022-02-11 11:51:00,2022-02-11 13:32:00,2022-02-11 13:32:00,2022-02-11 14:34:00,2022-02-11 14:34:00,2022-02-11 15:03:00,2022-02-11 15:03:00,2022-02-11 15:31:00,2022-02-11 15:31:00,2022-02-11 16:10:00,0.5202
2022-02-11,220211594,2022-02-11 13:20:00,2022-02-11 13:29:00,2022-02-11 13:32:00,2022-02-11 15:11:00,2022-02-11 15:11:00,2022-02-11 16:11:00,2022-02-11 16:11:00,2022-02-11 16:39:00,2022-02-11 16:39:00,2022-02-11 17:10:00,2022-02-11 17:10:00,2022-02-11 17:48:00,0.6303
2022-02-11,220211595,2022-02-11 15:00:00,2022-02-11 15:09:00,2022-02-11 15:11:00,2022-02-11 16:50:00,2022-02-11 16:50:00,2022-02-11 17:48:00,2022-02-11 17:48:00,2022-02-11 18:19:00,2022-02-11 18:19:00,2022-02-11 18:48:00,2022-02-11 18:48:00,2022-02-11 19:29:00,0.4132
2022-02-11,220211596,2022-02-11 16:40:00,2022-02-11 16:50:00,2022-02-11 16:50:00,2022-02-11 18:31:00,2022-02-11 18:31:00,2022-02-11 19:31:00,2022-02-11 19:31:00,2022-02-11 20:00:00,2022-02-11 20:00:00,2022-02-11 20:30:00,2022-02-11 20:30:00,2022-02-11 21:09:00,0.5198
2022-02-11,220211597,2022-02-11 18:20:00,2022-02-11 18:29:00,2022-02-11 18:31:00,2022-02-11 20:11:00,2022-02-11 20:11:00,2022-02-11 21:08:00,2022-02-11 21:08:00,2022-02-11 21:37:00,2022-02-11 21:37:00,2022-02-11 22:06:00,2022-02-11 22:06:00,2022-02-11 22:45:00,0.5473
2022-02-11,220211598,2022-02-11 20:00:00,2022-02-11 20:10:00,2022-02-11 20:11:00,2022-02-11 21:50:00,2022-02-11 21:50:00,2022-02-11 22:51:00,2022-02-11 22:51:00,2022-02-11 23:20:00,2022-02-11 23:20:00,2022-02-11 23:51:00,2022-02-11 23:51:00,2022-02-12 00:30:00,0.9
2022-02-11,220211599,2022-02-11 21:40:00,2022-02-11 21:49:00,2022-02-11 21:50:00,2022-02-11 23:32:00,2022-02-11 23:32:00,2022-02-12 00:29:00,2022-02-12 00:29:00,2022-02-12 00:59:00,2022-02-12 00:59:00,2022-02-12 01:28:00,2022-02-12 01:28:00,2022-02-12 02:07:00,0.4476
2022-02-11,220211600,2022-02-11 23:20:00,2022-02-11 23:29:00,2022-02-11 23:32:00,2022-02-12 01:10:00,2022-02-12 01:10:00,2022-02-12 02:10:00,2022-02-12 02:10:00,2022-02-12 02:40:00,2022-02-12 02:40:00,2022-02-12 03:10:00,2022-02-12 03:10:00,2022-02-12 03:51:00,0.3367
2022-02-12,220212601,2022-02-12 01:00:00,2022-02-12 01:10:00,2022-02-12 01:10:00,2022-02-12 02:53:00,2022-02-12 02:53:00,2022-02-12 03:50:00,2022-02-12 03:50:00,2022-02-12 04:20:00,2022-02-12 04:20:00,2022-02-12 04:51:00,2022-02-12 04:51:00,2022-02-12 05:29:00,0.5232
2022-02-12,220212602,2022-02-12 02:40:00,2022-02-12 02:49:00,2022-02-12 02:53:00,2022-02-12 04:28:00,2022-02-12 04:28:00,2022-02-12 05:28:00,2022-02-12 05:28:00,2022-02-12 05:56:00,2022-02-12 05:56:00,2022-02-12 06:25:00,2022-02-12 06:25:00,2022-02-12 07:03:00,0.4884
2022-02-12,220212603,2022-02-12 04:20:00,2022-02-12 04:30:00,2022-02-12 04:30:00,2022-02-12 06:14:00,2022-02-12 06:14:00,2022-02-12 07:13:00,2022-02-12 07:13:00,2022-02-12 07:42:00,2022-02-12 07:42:00,2022-02-12 08:13:00,2022-02-12 08:13:00,2022-02-12 08:51:00,0.8427
2022-02-12,220212604,2022-02-12 06:00:00,2022-02-12 06:10:00,2022-02-12 06:14:00,2022-02-12 07:56:00,2022-02-12 07:56:00,2022-02-12 08:58:00,2022-02-12 08:58:00,2022-02-12 09:29:00,2022-02-12 09:29:00,2022-02-12 09:59:00,2022-02-12 09:59:00,2022-02-12 10:38:00,0.6434
2022-02-12,220212605,2022-02-12 07:40:00,2022-02-12 07:49:00,2022-02-12 07:56:00,2022-02-12 09:35:00,2022-02-12 09:35:00,2022-02-12 10:35:00,2022-02-12 10:35:00,2022-02-12 11:06:00,2022-02-12 11:06:00,2022-02-12 11:34:00,2022-02-12 11:34:00,2022-02-12 12:15:00,0.369
2022-02-12,220212606,2022-02-12 09:20:00,2022-02-12 09:29:00,2022-02-12 09:35:00,2022-02-12 11:17:00,2022-02-12 11:17:00,2022-02-12 12:14:00,2022-02-12 12:14:00,2022-02-12 12:43:00,2022-02-12 12:43:00,2022-02-12 13:13:00,2022-02-12 13:13:00,2022-02-12 13:51:00,0.3045
2022-02-12,220212607,2022-02-12 11:00:00,2022-02-12 11:10:00,2022-02-12 11:17:00,2022-02-12 12:59:00,2022-02-12 12:59:00,2022-02-12 13:59:00,2022-02-12 13:59:00,2022-02-12 14:30:00,2022-02-12 14:30:00,2022-02-12 15:00:00,2022-02-12 15:00:00,2022-02-12 15:38:00,0.2144
2022-02-12,220212608,2022-02-12 12:40:00,2022-02-12 12:49:00,2022-02-12 12:59:00,2022-02-12 14:39:00,2022-02-12 14:39:00,2022-02-12 15:38:00,2022-02-12 15:38:00,2022-02-12 16:07:00,2022-02-12 16:07:00,2022-02-12 16:35:00,2022-02-12 16:35:00,2022-02-12 17:13:00,0.6218
2022-02-12,220212609,2022-02-12 14:20:00,2022-02-12 14:30:00,2022-02-12 14:39:00,2022-02-12 16:22:00,2022-02-12 16:22:00,2022-02-12 17:20:00,2022-02-12 17:20:00,2022-02-12 17:51:00,2022-02-12 17:51:00,2022-02-12 18:21:00,2022-02-12 18:21:00,2022-02-12 19:01:00,0.3574
2022-02-12,220212610,2022-02-12 16:00:00,2022-02-12 16:09:00,2022-02-12 16:22:00,2022-02-12 18:01:00,2022-02-12 18:01:00,2022-02-12 18:59:00,2022-02-12 18:59:00,2022-02-12 19:27:00,2022-02-12 19:27:00,2022-02-12 19:56:00,2022-02-12 19:56:00,2022-02-12 20:36:00,0.4968
2022-02-12,220212611,2022-02-12 17:40:00,2022-02-12 17:50:00,2022-02-12 18:01:00,2022-02-12 19:37:00,2022-02-12 19:37:00,2022-02-12 20:35:00,2022-02-12 20:35:00,2022-02-12 21:04:00,2022-02-12 21:04:00,2022-02-12 21:33:00,2022-02-12 21:33:00,2022-02-12 22:14:00,0.4276
2022-02-12,220212612,2022-02-12 19:20:00,2022-02-12 19:29:00,2022-02-12 19:37:00,2022-02-12 21:20:00,2022-02-12 21:20:00,2022-02-12 22:22:00,2022-02-12 22:22:00,2022-02-12 22:51:00,2022-02-12 22:51:00,2022-02-12 23:20:00,2022-02-12 23:20:00,2022-02-13 00:01:00,0.3168
2022-02-12,220212613,2022-02-12 21:00:00,2022-02-12 21:10:00,2022-02-12 21:20:00,2022-02-12 22:59:00,2022-02-12 22:59:00,2022-02-12 23:58:00,2022-02-12 23:58:00,2022-02-13 00:26:00,2022-02-13 00:26:00,2022-02-13 00:55:00,2022-02-13 00:55:00,2022-02-13 01:33:00,0.6193
2022-02-12,220212614,2022-02-12 22:40:00,2022-02-12 22:49:00,2022-02-12 22:59:00,2022-02-13 00:40:00,2022-02-13 00:40:00,2022-02-13 01:38:00,2022-02-13 01:38:00,2022-02-13 02:09:00,2022-02-13 02:09:00,2022-02-13 02:39:00,2022-02-13 02:39:00,2022-02-13 03:20:00,0.3151
2022-02-13,220213615,2022-02-13 00:20:00,2022-02-13 00:29:00,2022-02-13 00:40:00,2022-02-13 02:24:00,2022-02-13 02:24:00,2022-02-13 03:23:00,2022-02-13 03:23:00,2022-02-13 03:53:00,2022-02-13 03:53:00,2022-02-13 04:23:00,2022-02-13 04:23:00,2022-02-13 05:01:00,0.4427
2022-02-13,220213616,2022-02-13 02:00:00,2022-02-13 02:09:00,2022-02-13 02:24:00,2022-02-13 04:05:00,2022-02-13 04:05:00,2022-02-13 05:06:00,2022-02-13 05:06:00,2022-02-13 05:37:00,2022-02-13 05:37:00,2022-02-13 06:05:00,2022-02-13 06:05:00,2022-02-13 06:46:00,0.3481
2022-02-13,220213617,2022-02-13 03:40:00,2022-02-13 03:49:00,2022-02-13 04:05:00,2022-02-13 05:40:00,2022-02-13 05:40:00,2022-02-13 06:37:00,2022-02-13 06:37:00,2022-02-13 07:05:00,2022-02-13 07:05:00,2022-02-13 07:36:00,2022-02-13 07:36:00,2022-02-13 08:14:00,0.8351
2022-02-13,220213618,2022-02-13 05:20:00,2022-02-13 05:30:00,2022-02-13 05:40:00,2022-02-13 07:24:00,2022-02-13 07:24:00,2022-02-13 08:26:00,2022-02-13 08:26:00,2022-02-13 08:54:00,2022-02-13 08:54:00,2022-02-13 09:24:00,2022-02-13 09:24:00,2022-02-13 10:02:00,0.2355
2022-02-13,220213619,2022-02-13 07:00:00,2022-02-13 07:10:00,2022-02-13 07:24:00,2022-02-13 08:59:00,2022-02-13 08:59:00,2022-02-13 09:59:00,2022-02-13 09:59:00,2022-02-13 10:29:00,2022-02-13 10:29:00,2022-02-13 10:58:00,2022-02-13 10:58:00,2022-02-13 11:39:00,0.5196
2022-02-13,220213620,2022-02-13 08:40:00,2022-02-13 08:49:00,2022-02-13 08:59:00,2022-02-13 10:40:00,2022-02-13 10:40:00,2022-02-13 11:42:00,2022-02-13 11:42:00,2022-02-13 12:13:00,2022-02-13 12:13:00,2022-02-13 12:42:00,2022-02-13 12:42:00,2022-02-13 13:21:00,0.3457
2022-02-13,220213621,2022-02-13 10:20:00,2022-02-13 10:30:00,2022-02-13 10:40:00,2022-02-13 12:19:00,2022-02-13 12:19:00,2022-02-13 13:20:00,2022-02-13 13:20:00,2022-02-13 13:48:00,2022-02-13 13:48:00,2022-02-13 14:18:00,2022-02-13 14:18:00,2022-02-13 14:58:00,0.645
2022-02-13,220213622,2022-02-13 12:00:00,2022-02-13 12:10:00,2022-02-13 12:19:00,2022-02-13 13:59:00,2022-02-13 13:59:00,2022-02-13 14:56:00,2022-02-13 14:56:00,2022-02-13 15:27:00,2022-02-13 15:27:00,2022-02-13 15:56:00,2022-02-13 15:56:00,2022-02-13 16:34:00,0.3025
2022-02-13,220213623,2022-02-13 13:40:00,2022-02-13 13:49:00,2022-02-13 13:59:00,2022-02-13 15:41:00,2022-02-13 15:41:00,2022-02-13 16:39:00,2022-02-13 16:39:00,2022-02-13 17:09:00,2022-02-13 17:09:00,2022-02-13 17:39:00,2022-02-13 17:39:00,2022-02-13 18:19:00,0.3498
2022-02-13,220213624,2022-02-13 15:20:00,2022-02-13 15:29:00,2022-02-13 15:41:00,2022-02-13 17:19:00,2022-02-13 17:19:00,2022-02-13 18:21:00,2022-02-13 18:21:00,2022-02-13 18:50:00,2022-02-13 18:50:00,2022-02-13 19:20:00,2022-02-13 19:20:00,2022-02-13 19:59:00,0.3013
2022-02-13,220213625,2022-02-13 17:00:00,2022-02-13 17:10:00,2022-02-13 17:19:00,2022-02-13 18:57:00,2022-02-13 18:57:00,2022-02-13 19:55:00,2022-02-13 19:55:00,2022-02-13 20:25:00,2022-02-13 20:25:00,2022-02-13 20:55:00,2022-02-13 20:55:00,2022-02-13 21:33:00,0.1594
2022-02-13,220213626,2022-02-13 18:40:00,2022-02-13 18:50:00,2022-02-13 18:57:00,2022-02-13 20:35:00,2022-02-13 20:35:00,2022-02-13 21:33:00,2022-02-13 21:33:00,2022-02-13 22:02:00,2022-02-13 22:02:00,2022-02-13 22:31:00,2022-02-13 22:31:00,2022-02-13 23:10:00,0.2666
2022-02-13,220213627,2022-02-13 20:20:00,2022-02-13 20:30:00,2022-02-13 20:35:00,2022-02-13 22:17:00,2022-02-13 22:17:00,2022-02-13 23:19:00,2022-02-13 23:19:00,2022-02-13 23:50:00,2022-02-13 23:50:00,2022-02-14 00:19:00,2022-02-14 00:19:00,2022-02-14 01:00:00,0.634
2022-02-13,220213628,2022-02-13 22:00:00,2022-02-13 22:10:00,2022-02-13 22:17:00,2022-02-14 00:00:00,2022-02-14 00:00:00,2022-02-14 00:59:00,2022-02-14 00:59:00,2022-02-14 01:28:00,2022-02-14 01:28:00,2022-02-14 01:56:00,2022-02-14 01:56:00,2022-02-14 02:37:00,0.3407
2022-02-13,220213629,2022-02-13 23:40:00,2022-02-13 23:49:00,2022-02-14 00:00:00,2022-02-14 01:44:00,2022-02-14 01:44:00,2022-02-14 02:43:00,2022-02-14 02:43:00,2022-02-14 03:13:00,2022-02-14 03:13:00,2022-02-14 03:43:00,2022-02-14 03:43:00,2022-02-14 04:21:00,0.3298
2022-02-14,220214630,2022-02-14 01:20:00,2022-02-14 01:30:00,2022-02-14 01:44:00,2022-02-14 03:22:00,2022-02-14 03:22:00,2022-02-14 04:19:00,2022-02-14 04:19:00,2022-02-14 04:49:00,2022-02-14 04:49:00,2022-02-14 05:20:00,2022-02-14 05:20:00,2022-02-14 06:00:00,0.4359
2022-02-14,220214631,2022-02-14 03:00:00,2022-02-14 03:09:00,2022-02-14 03:22:00,2022-02-14 05:06:00,2022-02-14 05:06:00,2022-02-14 06:05:00,2022-02-14 06:05:00,2022-02-14 06:34:00,2022-02-14 06:34:00,2022-02-14 07:04:00,2022-02-14 07:04:00,2022-02-14 07:45:00,0.258
2022-02-14,220214632,2022-02-14 04:40:00,2022-02-14 04:50:00,2022-02-14 05:06:00,2022-02-14 06:49:00,2022-02-14 06:49:00,2022-02-14 07:49:00,2022-02-14 07:49:00,2022-02-14 08:17:00,2022-02-14 08:17:00,2022-02-14 08:45:00,2022-02-14 08:45:00,2022-02-14 09:26:00,0.5087
2022-02-14,220214633,2022-02-14 06:20:00,2022-02-14 06:29:00,2022-02-14 06:49:00,2022-02-14 08:33:00,2022-02-14 08:33:00,2022-02-14 09:33:00,2022-02-14 09:33:00,2022-02-14 10:01:00,2022-02-14 10:01:00,2022-02-14 10:29:00,2022-02-14 10:29:00,2022-02-14 11:07:00,0.3888
2022-02-14,220214634,2022-02-14 08:00:00,2022-02-14 08:10:00,2022-02-14 08:33:00,2022-02-14 10:16:00,2022-02-14 10:16:00,2022-02-14 11:15:00,2022-02-14 11:15:00,2022-02-14 11:46:00,2022-02-14 11:46:00,2022-02-14 12:14:00,2022-02-14 12:14:00,2022-02-14 12:54:00,0.3956
2022-02-14,220214635,2022-02-14 09:40:00,2022-02-14 09:49:00,2022-02-14 10:16:00,2022-02-14 11:52:00,2022-02-14 11:52:00,2022-02-14 12:52:00,2022-02-14 12:52:00,2022-02-14 13:22:00,2022-02-14 13:22:00,2022-02-14 13:53:00,2022-02-14 13:53:00,2022-02-14 14:31:00,0.6422
2022-02-14,220214636,2022-02-14 11:20:00,2022-02-14 11:30:00,2022-02-14 11:52:00,2022-02-14 13:34:00,2022-02-14 13:34:00,2022-02-14 14:34:00,2022-02-14 14:34:00,2022-02-14 15:04:00,2022-02-14 15:04:00,2022-02-14 15:34:00,2022-02-14 15:34:00,2022-02-14 16:12:00,0.7094
2022-02-14,220214637,2022-02-14 13:00:00,2022-02-14 13:10:00,2022-02-14 13:34:00,2022-02-14 15:17:00,2022-02-14 15:17:00,2022-02-14 16:17:00,2022-02-14 16:17:00,2022-02-14 16:47:00,2022-02-14 16:47:00,2022-02-14 17:17:00,2022-02-14 17:17:00,2022-02-14 17:55:00,0.6731
2022-02-14,220214638,2022-02-14 14:40:00,2022-02-14 14:50:00,2022-02-14 15:17:00,2022-02-14 16:56:00,2022-02-14 16:56:00,2022-02-14 17:55:00,2022-02-14 17:55:00,2022-02-14 18:24:00,2022-02-14 18:24:00,2022-02-14 18:53:00,2022-02-14 18:53:00,2022-02-14 19:32:00,0.6267
2022-02-14,220214639,2022-02-14 16:20:00,2022-02-14 16:29:00,2022-02-14 16:56:00,2022-02-14 18:37:00,2022-02-14 18:37:00,2022-02-14 19:34:00,2022-02-14 19:34:00,2022-02-14 20:02:00,2022-02-14 20:02:00,2022-02-14 20:30:00,2022-02-14 20:30:00,2022-02-14 21:08:00,0.6538
2022-02-14,220214640,2022-02-14 18:00:00,2022-02-14 18:09:00,2022-02-14 18:37:00,2022-02-14 20:16:00,2022-02-14 20:16:00,2022-02-14 21:18:00,2022-02-14 21:18:00,2022-02-14 21:48:00,2022-02-14 21:48:00,2022-02-14 22:18:00,2022-02-14 22:18:00,2022-02-14 22:59:00,0.6175
2022-02-14,220214641,2022-02-14 19:40:00,2022-02-14 19:49:00,2022-02-14 20:16:00,2022-02-14 21:56:00,2022-02-14 21:56:00,2022-02-14 22:56:00,2022-02-14 22:56:00,2022-02-14 23:25:00,2022-02-14 23:25:00,2022-02-14 23:55:00,2022-02-14 23:55:00,2022-02-15 00:35:00,0.6222
2022-02-14,220214642,2022-02-14 21:20:00,2022-02-14 21:30:00,2022-02-14 21:56:00,2022-02-14 23:40:00,2022-02-14 23:40:00,2022-02-15 00:42:00,2022-02-15 00:42:00,2022-02-15 01:13:00,2022-02-15 01:13:00,2022-02-15 01:41:00,2022-02-15 01:41:00,2022-02-15 02:21:00,0.3625
2022-02-14,220214643,2022-02-14 23:00:00,2022-02-14 23:10:00,2022-02-14 23:40:00,2022-02-15 01:15:00,2022-02-15 01:15:00,2022-02-15 02:17:00,2022-02-15 02:17:00,2022-02-15 02:47:00,2022-02-15 02:47:00,2022-02-15 03:17:00,2022-02-15 03:17:00,2022-02-15 03:58:00,0.599
2022-02-15,220215644,2022-02-15 00:40:00,2022-02-15 00:49:00,2022-02-15 01:15:00,2022-02-15 02:54:00,2022-02-15 02:54:00,2022-02-15 03:56:00,2022-02-15 03:56:00,2022-02-15 04:27:00,2022-02-15 04:27:00,2022-02-15 04:55:00,2022-02-15 04:55:00,2022-02-15 05:35:00,0.6369
2022-02-15,220215645,2022-02-15 02:20:00,2022-02-15 02:29:00,2022-02-15 02:54:00,2022-02-15 04:29:00,2022-02-15 04:29:00,2022-02-15 05:31:00,2022-02-15 05:31:00,2022-02-15 06:00:00,2022-02-15 06:00:00,2022-02-15 06:28:00,2022-02-15 06:28:00,2022-02-15 07:09:00,0.6279
