date,lot_id,washing_start,washing_end,filter_press_start,filter_press_end,dry_start,dry_end,cooler_start,cooler_end,shifter_start,shifter_end,ems_start,ems_end,packing_start,packing_end,target_icp3
2022-05-15,220515133,2022-05-15 08:00:00,2022-05-15 11:48:00,2022-05-15 11:48:00,2022-05-15 15:36:00,2022-05-15 18:41:00,2022-05-16 19:07:00,2022-05-16 21:07:00,2022-05-17 01:08:00,2022-05-17 01:08:00,2022-05-17 05:10:00,2022-05-17 05:10:00,2022-05-17 09:13:00,2022-05-17 09:13:00,2022-05-17 13:17:00,0.4004
2022-05-16,220516134,2022-05-16 08:00:00,2022-05-16 11:57:00,2022-05-16 11:57:00,2022-05-16 15:45:00,2022-05-16 19:07:00,2022-05-17 19:12:00,2022-05-17 21:12:00,2022-05-18 01:18:00,2022-05-18 01:18:00,2022-05-18 05:12:00,2022-05-18 05:12:00,2022-05-18 09:14:00,2022-05-18 09:14:00,2022-05-18 13:24:00,0.3604
2022-05-17,220517135,2022-05-17 08:00:00,2022-05-17 11:49:00,2022-05-17 11:49:00,2022-05-17 15:57:00,2022-05-17 19:12:00,2022-05-18 18:54:00,2022-05-18 20:54:00,2022-05-19 00:48:00,2022-05-19 00:48:00,2022-05-19 04:52:00,2022-05-19 04:52:00,2022-05-19 08:55:00,2022-05-19 08:55:00,2022-05-19 12:43:00,0.4573
2022-05-18,220518136,2022-05-18 08:00:00,2022-05-18 12:11:00,2022-05-18 12:11:00,2022-05-18 16:20:00,2022-05-18 18:54:00,2022-05-19 18:34:00,2022-05-19 20:34:00,2022-05-20 00:25:00,2022-05-20 00:25:00,2022-05-20 04:29:00,2022-05-20 04:29:00,2022-05-20 08:39:00,2022-05-20 08:39:00,2022-05-20 12:34:00,0.6408
2022-05-19,220519137,2022-05-19 08:00:00,2022-05-19 11:52:00,2022-05-19 11:52:00,2022-05-19 15:41:00,2022-05-19 18:34:00,2022-05-20 18:53:00,2022-05-20 20:53:00,2022-05-21 00:55:00,2022-05-21 00:55:00,2022-05-21 05:01:00,2022-05-21 05:01:00,2022-05-21 08:51:00,2022-05-21 08:51:00,2022-05-21 12:59:00,0.7534
2022-05-20,220520138,2022-05-20 08:00:00,2022-05-20 11:53:00,2022-05-20 11:53:00,2022-05-20 15:48:00,2022-05-20 18:53:00,2022-05-21 19:18:00,2022-05-21 21:18:00,2022-05-22 01:08:00,2022-05-22 01:08:00,2022-05-22 05:08:00,2022-05-22 05:08:00,2022-05-22 09:12:00,2022-05-22 09:12:00,2022-05-22 13:00:00,0.5092
2022-05-21,220521139,2022-05-21 08:00:00,2022-05-21 11:48:00,2022-05-21 11:48:00,2022-05-21 15:48:00,2022-05-21 19:18:00,2022-05-22 19:23:00,2022-05-22 21:23:00,2022-05-23 01:17:00,2022-05-23 01:17:00,2022-05-23 05:06:00,2022-05-23 05:06:00,2022-05-23 08:57:00,2022-05-23 08:57:00,2022-05-23 13:02:00,0.3829
2022-05-22,220522140,2022-05-22 08:00:00,2022-05-22 12:02:00,2022-05-22 12:02:00,2022-05-22 15:51:00,2022-05-22 19:23:00,2022-05-23 19:42:00,2022-05-23 21:42:00,2022-05-24 01:43:00,2022-05-24 01:43:00,2022-05-24 05:45:00,2022-05-24 05:45:00,2022-05-24 09:34:00,2022-05-24 09:34:00,2022-05-24 13:26:00,0.3948
2022-05-23,220523141,2022-05-23 08:00:00,2022-05-23 12:08:00,2022-05-23 12:08:00,2022-05-23 16:13:00,2022-05-23 19:42:00,2022-05-24 20:02:00,2022-05-24 22:02:00,2022-05-25 01:59:00,2022-05-25 01:59:00,2022-05-25 06:10:00,2022-05-25 06:10:00,2022-05-25 09:59:00,2022-05-25 09:59:00,2022-05-25 14:01:00,0.5829
2022-05-24,220524142,2022-05-24 08:00:00,2022-05-24 12:01:00,2022-05-24 12:01:00,2022-05-24 15:55:00,2022-05-24 20:02:00,2022-05-25 20:14:00,2022-05-25 22:14:00,2022-05-26 02:12:00,2022-05-26 02:12:00,2022-05-26 06:21:00,2022-05-26 06:21:00,2022-05-26 10:16:00,2022-05-26 10:16:00,2022-05-26 14:12:00,0.5468
2022-05-25,220525143,2022-05-25 08:00:00,2022-05-25 11:55:00,2022-05-25 11:55:00,2022-05-25 15:50:00,2022-05-25 20:14:00,2022-05-26 20:17:00,2022-05-26 22:17:00,2022-05-27 02:14:00,2022-05-27 02:14:00,2022-05-27 06:06:00,2022-05-27 06:06:00,2022-05-27 10:00:00,2022-05-27 10:00:00,2022-05-27 14:07:00,0.3996
2022-05-26,220526144,2022-05-26 08:00:00,2022-05-26 12:09:00,2022-05-26 12:09:00,2022-05-26 15:57:00,2022-05-26 20:17:00,2022-05-27 20:17:00,2022-05-27 22:17:00,2022-05-28 02:20:00,2022-05-28 02:20:00,2022-05-28 06:09:00,2022-05-28 06:09:00,2022-05-28 10:01:00,2022-05-28 10:01:00,2022-05-28 13:59:00,0.6553
2022-05-27,220527145,2022-05-27 08:00:00,2022-05-27 11:52:00,2022-05-27 11:52:00,2022-05-27 15:47:00,2022-05-27 20:17:00,2022-05-28 19:51:00,2022-05-28 21:51:00,2022-05-29 01:57:00,2022-05-29 01:57:00,2022-05-29 05:55:00,2022-05-29 05:55:00,2022-05-29 09:52:00,2022-05-29 09:52:00,2022-05-29 13:54:00,0.1524
2022-05-28,220528146,2022-05-28 08:00:00,2022-05-28 11:55:00,2022-05-28 11:55:00,2022-05-28 16:03:00,2022-05-28 19:51:00,2022-05-29 19:41:00,2022-05-29 21:41:00,2022-05-30 01:34:00,2022-05-30 01:34:00,2022-05-30 05:26:00,2022-05-30 05:26:00,2022-05-30 09:22:00,2022-05-30 09:22:00,2022-05-30 13:33:00,0.4235
2022-05-29,220529147,2022-05-29 08:00:00,2022-05-29 11:54:00,2022-05-29 11:54:00,2022-05-29 15:43:00,2022-05-29 19:41:00,2022-05-30 19:21:00,2022-05-30 21:21:00,2022-05-31 01:22:00,2022-05-31 01:22:00,2022-05-31 05:14:00,2022-05-31 05:14:00,2022-05-31 09:13:00,2022-05-31 09:13:00,2022-05-31 13:17:00,0.4867
2022-05-30,220530148,2022-05-30 08:00:00,2022-05-30 11:59:00,2022-05-30 11:59:00,2022-05-30 15:57:00,2022-05-30 19:21:00,2022-05-31 19:36:00,2022-05-31 21:36:00,2022-06-01 01:33:00,2022-06-01 01:33:00,2022-06-01 05:30:00,2022-06-01 05:30:00,2022-06-01 09:26:00,2022-06-01 09:26:00,2022-06-01 13:14:00,0.4709
2022-05-31,220531149,2022-05-31 08:00:00,2022-05-31 11:52:00,2022-05-31 11:52:00,2022-05-31 15:40:00,2022-05-31 19:36:00,2022-06-01 19:31:00,2022-06-01 21:31:00,2022-06-02 01:27:00,2022-06-02 01:27:00,2022-06-02 05:38:00,2022-06-02 05:38:00,2022-06-02 09:33:00,2022-06-02 09:33:00,2022-06-02 13:27:00,0.3445
2022-06-01,220601150,2022-06-01 08:00:00,2022-06-01 11:53:00,2022-06-01 11:53:00,2022-06-01 15:50:00,2022-06-01 19:31:00,2022-06-02 19:52:00,2022-06-02 21:52:00,2022-06-03 02:03:00,2022-06-03 02:03:00,2022-06-03 06:00:00,2022-06-03 06:00:00,2022-06-03 10:08:00,2022-06-03 10:08:00,2022-06-03 14:18:00,0.4476
2022-06-02,220602151,2022-06-02 08:00:00,2022-06-02 11:52:00,2022-06-02 11:52:00,2022-06-02 15:47:00,2022-06-02 19:52:00,2022-06-03 20:11:00,2022-06-03 22:11:00,2022-06-04 02:17:00,2022-06-04 02:17:00,2022-06-04 06:21:00,2022-06-04 06:21:00,2022-06-04 10:14:00,2022-06-04 10:14:00,2022-06-04 14:14:00,0.6829
2022-06-03,220603152,2022-06-03 08:00:00,2022-06-03 11:59:00,2022-06-03 11:59:00,2022-06-03 15:54:00,2022-06-03 20:11:00,2022-06-04 20:32:00,2022-06-04 22:32:00,2022-06-05 02:26:00,2022-06-05 02:26:00,2022-06-05 06:29:00,2022-06-05 06:29:00,2022-06-05 10:39:00,2022-06-05 10:39:00,2022-06-05 14:31:00,0.4577
2022-06-04,220604153,2022-06-04 08:00:00,2022-06-04 11:48:00,2022-06-04 11:48:00,2022-06-04 15:37:00,2022-06-04 20:32:00,2022-06-05 20:51:00,2022-06-05 22:51:00,2022-06-06 02:44:00,2022-06-06 02:44:00,2022-06-06 06:38:00,2022-06-06 06:38:00,2022-06-06 10:36:00,2022-06-06 10:36:00,2022-06-06 14:27:00,0.6122
2022-06-05,220605154,2022-06-05 08:00:00,2022-06-05 11:48:00,2022-06-05 11:48:00,2022-06-05 15:57:00,2022-06-05 20:51:00,2022-06-06 21:12:00,2022-06-06 23:12:00,2022-06-07 03:04:00,2022-06-07 03:04:00,2022-06-07 06:55:00,2022-06-07 06:55:00,2022-06-07 11:03:00,2022-06-07 11:03:00,2022-06-07 14:59:00,0.4527
2022-06-06,220606155,2022-06-06 08:00:00,2022-06-06 12:08:00,2022-06-06 12:08:00,2022-06-06 16:11:00,2022-06-06 21:12:00,2022-06-07 21:12:00,2022-06-07 23:12:00,2022-06-08 03:11:00,2022-06-08 03:11:00,2022-06-08 07:16:00,2022-06-08 07:16:00,2022-06-08 11:10:00,2022-06-08 11:10:00,2022-06-08 15:16:00,0.8037
2022-06-07,220607156,2022-06-07 08:00:00,2022-06-07 12:01:00,2022-06-07 12:01:00,2022-06-07 16:10:00,2022-06-07 21:12:00,2022-06-08 21:20:00,2022-06-08 23:20:00,2022-06-09 03:31:00,2022-06-09 03:31:00,2022-06-09 07:37:00,2022-06-09 07:37:00,2022-06-09 11:29:00,2022-06-09 11:29:00,2022-06-09 15:27:00,0.6042
2022-06-08,220608157,2022-06-08 08:00:00,2022-06-08 12:11:00,2022-06-08 12:11:00,2022-06-08 16:20:00,2022-06-08 21:20:00,2022-06-09 20:59:00,2022-06-09 22:59:00,2022-06-10 03:09:00,2022-06-10 03:09:00,2022-06-10 07:13:00,2022-06-10 07:13:00,2022-06-10 11:18:00,2022-06-10 11:18:00,2022-06-10 15:27:00,0.6622
2022-06-09,220609158,2022-06-09 08:00:00,2022-06-09 11:58:00,2022-06-09 11:58:00,2022-06-09 16:07:00,2022-06-09 20:59:00,2022-06-10 20:49:00,2022-06-10 22:49:00,2022-06-11 02:47:00,2022-06-11 02:47:00,2022-06-11 06:39:00,2022-06-11 06:39:00,2022-06-11 10:50:00,2022-06-11 10:50:00,2022-06-11 14:40:00,0.1621
2022-06-10,220610159,2022-06-10 08:00:00,2022-06-10 11:56:00,2022-06-10 11:56:00,2022-06-10 15:58:00,2022-06-10 20:49:00,2022-06-11 20:26:00,2022-06-11 22:26:00,2022-06-12 02:26:00,2022-06-12 02:26:00,2022-06-12 06:20:00,2022-06-12 06:20:00,2022-06-12 10:29:00,2022-06-12 10:29:00,2022-06-12 14:39:00,0.4298
2022-06-11,220611160,2022-06-11 08:00:00,2022-06-11 11:55:00,2022-06-11 11:55:00,2022-06-11 15:56:00,2022-06-11 20:26:00,2022-06-12 20:28:00,2022-06-12 22:28:00,2022-06-13 02:33:00,2022-06-13 02:33:00,2022-06-13 06:43:00,2022-06-13 06:43:00,2022-06-13 10:34:00,2022-06-13 10:34:00,2022-06-13 14:37:00,0.4775
2022-06-12,220612161,2022-06-12 08:00:00,2022-06-12 11:55:00,2022-06-12 11:55:00,2022-06-12 16:05:00,2022-06-12 20:28:00,2022-06-13 20:13:00,2022-06-13 22:13:00,2022-06-14 02:09:00,2022-06-14 02:09:00,2022-06-14 06:06:00,2022-06-14 06:06:00,2022-06-14 10:00:00,2022-06-14 10:00:00,2022-06-14 14:07:00,0.682
2022-06-13,220613162,2022-06-13 08:00:00,2022-06-13 12:11:00,2022-06-13 12:11:00,2022-06-13 16:06:00,2022-06-13 20:13:00,2022-06-14 19:55:00,2022-06-14 21:55:00,2022-06-15 01:54:00,2022-06-15 01:54:00,2022-06-15 05:49:00,2022-06-15 05:49:00,2022-06-15 09:53:00,2022-06-15 09:53:00,2022-06-15 13:53:00,0.4909
2022-06-14,220614163,2022-06-14 08:00:00,2022-06-14 12:05:00,2022-06-14 12:05:00,2022-06-14 15:57:00,2022-06-14 19:55:00,2022-06-15 19:27:00,2022-06-15 21:27:00,2022-06-16 01:22:00,2022-06-16 01:22:00,2022-06-16 05:14:00,2022-06-16 05:14:00,2022-06-16 09:22:00,2022-06-16 09:22:00,2022-06-16 13:28:00,0.4711
2022-06-15,220615164,2022-06-15 08:00:00,2022-06-15 11:54:00,2022-06-15 11:54:00,2022-06-15 15:56:00,2022-06-15 19:27:00,2022-06-16 19:45:00,2022-06-16 21:45:00,2022-06-17 01:42:00,2022-06-17 01:42:00,2022-06-17 05:45:00,2022-06-17 05:45:00,2022-06-17 09:51:00,2022-06-17 09:51:00,2022-06-17 13:52:00,0.6829
2022-06-16,220616165,2022-06-16 08:00:00,2022-06-16 11:53:00,2022-06-16 11:53:00,2022-06-16 15:48:00,2022-06-16 19:45:00,2022-06-17 19:51:00,2022-06-17 21:51:00,2022-06-18 01:52:00,2022-06-18 01:52:00,2022-06-18 05:59:00,2022-06-18 05:59:00,2022-06-18 09:53:00,2022-06-18 09:53:00,2022-06-18 13:47:00,0.5841
2022-06-17,220617166,2022-06-17 08:00:00,2022-06-17 11:52:00,2022-06-17 11:52:00,2022-06-17 15:49:00,2022-06-17 19:51:00,2022-06-18 19:35:00,2022-06-18 21:35:00,2022-06-19 01:28:00,2022-06-19 01:28:00,2022-06-19 05:31:00,2022-06-19 05:31:00,2022-06-19 09:21:00,2022-06-19 09:21:00,2022-06-19 13:30:00,0.3611
2022-06-18,220618167,2022-06-18 08:00:00,2022-06-18 12:03:00,2022-06-18 12:03:00,2022-06-18 15:55:00,2022-06-18 19:35:00,2022-06-19 19:20:00,2022-06-19 21:20:00,2022-06-20 01:20:00,2022-06-20 01:20:00,2022-06-20 05:30:00,2022-06-20 05:30:00,2022-06-20 09:40:00,2022-06-20 09:40:00,2022-06-20 13:51:00,0.039
2022-06-19,220619168,2022-06-19 08:00:00,2022-06-19 11:53:00,2022-06-19 11:53:00,2022-06-19 15:41:00,2022-06-19 19:20:00,2022-06-20 19:20:00,2022-06-20 21:20:00,2022-06-21 01:30:00,2022-06-21 01:30:00,2022-06-21 05:40:00,2022-06-21 05:40:00,2022-06-21 09:50:00,2022-06-21 09:50:00,2022-06-21 13:41:00,0.1064
2022-06-20,220620169,2022-06-20 08:00:00,2022-06-20 12:07:00,2022-06-20 12:07:00,2022-06-20 15:55:00,2022-06-20 19:20:00,2022-06-21 18:59:00,2022-06-21 20:59:00,2022-06-22 01:10:00,2022-06-22 01:10:00,2022-06-22 05:00:00,2022-06-22 05:00:00,2022-06-22 09:06:00,2022-06-22 09:06:00,2022-06-22 13:17:00,0.6366
2022-06-21,220621170,2022-06-21 08:00:00,2022-06-21 12:11:00,2022-06-21 12:11:00,2022-06-21 16:14:00,2022-06-21 18:59:00,2022-06-22 19:26:00,2022-06-22 21:26:00,2022-06-23 01:31:00,2022-06-23 01:31:00,2022-06-23 05:31:00,2022-06-23 05:31:00,2022-06-23 09:33:00,2022-06-23 09:33:00,2022-06-23 13:33:00,0.6635
2022-06-22,220622171,2022-06-22 08:00:00,2022-06-22 12:11:00,2022-06-22 12:11:00,2022-06-22 15:59:00,2022-06-22 19:26:00,2022-06-23 19:43:00,2022-06-23 21:43:00,2022-06-24 01:33:00,2022-06-24 01:33:00,2022-06-24 05:28:00,2022-06-24 05:28:00,2022-06-24 09:20:00,2022-06-24 09:20:00,2022-06-24 13:08:00,0.3986
2022-06-23,220623172,2022-06-23 08:00:00,2022-06-23 11:54:00,2022-06-23 11:54:00,2022-06-23 16:04:00,2022-06-23 19:43:00,2022-06-24 19:22:00,2022-06-24 21:22:00,2022-06-25 01:12:00,2022-06-25 01:12:00,2022-06-25 05:22:00,2022-06-25 05:22:00,2022-06-25 09:27:00,2022-06-25 09:27:00,2022-06-25 13:15:00,0.5759
2022-06-24,220624173,2022-06-24 08:00:00,2022-06-24 11:59:00,2022-06-24 11:59:00,2022-06-24 16:04:00,2022-06-24 19:22:00,2022-06-25 19:39:00,2022-06-25 21:39:00,2022-06-26 01:40:00,2022-06-26 01:40:00,2022-06-26 05:35:00,2022-06-26 05:35:00,2022-06-26 09:37:00,2022-06-26 09:37:00,2022-06-26 13:46:00,0.4546
2022-06-25,220625174,2022-06-25 08:00:00,2022-06-25 12:05:00,2022-06-25 12:05:00,2022-06-25 15:55:00,2022-06-25 19:39:00,2022-06-26 20:03:00,2022-06-26 22:03:00,2022-06-27 02:02:00,2022-06-27 02:02:00,2022-06-27 05:56:00,2022-06-27 05:56:00,2022-06-27 09:52:00,2022-06-27 09:52:00,2022-06-27 14:00:00,0.5851
2022-06-26,220626175,2022-06-26 08:00:00,2022-06-26 11:54:00,2022-06-26 11:54:00,2022-06-26 15:48:00,2022-06-26 20:03:00,2022-06-27 20:17:00,2022-06-27 22:17:00,2022-06-28 02:28:00,2022-06-28 02:28:00,2022-06-28 06:21:00,2022-06-28 06:21:00,2022-06-28 10:15:00,2022-06-28 10:15:00,2022-06-28 14:24:00,0.5264
2022-06-27,220627176,2022-06-27 08:00:00,2022-06-27 11:51:00,2022-06-27 11:51:00,2022-06-27 15:40:00,2022-06-27 20:17:00,2022-06-28 20:29:00,2022-06-28 22:29:00,2022-06-29 02:32:00,2022-06-29 02:32:00,2022-06-29 06:28:00,2022-06-29 06:28:00,2022-06-29 10:21:00,2022-06-29 10:21:00,2022-06-29 14:14:00,0.7037
2022-06-28,220628177,2022-06-28 08:00:00,2022-06-28 11:56:00,2022-06-28 11:56:00,2022-06-28 15:52:00,2022-06-28 20:29:00,2022-06-29 20:02:00,2022-06-29 22:02:00,2022-06-30 02:03:00,2022-06-30 02:03:00,2022-06-30 06:14:00,2022-06-30 06:14:00,2022-06-30 10:08:00,2022-06-30 10:08:00,2022-06-30 14:13:00,0.5018
2022-06-29,220629178,2022-06-29 08:00:00,2022-06-29 11:56:00,2022-06-29 11:56:00,2022-06-29 15:59:00,2022-06-29 20:02:00,2022-06-30 20:12:00,2022-06-30 22:12:00,2022-07-01 02:05:00,2022-07-01 02:05:00,2022-07-01 06:12:00,2022-07-01 06:12:00,2022-07-01 10:21:00,2022-07-01 10:21:00,2022-07-01 14:29:00,0.6156
2022-06-30,220630179,2022-06-30 08:00:00,2022-06-30 12:02:00,2022-06-30 12:02:00,2022-06-30 15:52:00,2022-06-30 20:12:00,2022-07-01 19:50:00,2022-07-01 21:50:00,2022-07-02 01:45:00,2022-07-02 01:45:00,2022-07-02 05:48:00,2022-07-02 05:48:00,2022-07-02 09:41:00,2022-07-02 09:41:00,2022-07-02 13:31:00,0.6709
2022-07-01,220701180,2022-07-01 08:00:00,2022-07-01 12:11:00,2022-07-01 12:11:00,2022-07-01 16:13:00,2022-07-01 19:50:00,2022-07-02 20:09:00,2022-07-02 22:09:00,2022-07-03 02:17:00,2022-07-03 02:17:00,2022-07-03 06:05:00,2022-07-03 06:05:00,2022-07-03 10:01:00,2022-07-03 10:01:00,2022-07-03 14:01:00,0.4581
2022-07-02,220702181,2022-07-02 08:00:00,2022-07-02 11:58:00,2022-07-02 11:58:00,2022-07-02 15:47:00,2022-07-02 20:09:00,2022-07-03 20:06:00,2022-07-03 22:06:00,2022-07-04 02:07:00,2022-07-04 02:07:00,2022-07-04 05:59:00,2022-07-04 05:59:00,2022-07-04 09:52:00,2022-07-04 09:52:00,2022-07-04 13:49:00,0.5586
2022-07-03,220703182,2022-07-03 08:00:00,2022-07-03 12:08:00,2022-07-03 12:08:00,2022-07-03 15:57:00,2022-07-03 20:06:00,2022-07-04 20:11:00,2022-07-04 22:11:00,2022-07-05 02:21:00,2022-07-05 02:21:00,2022-07-05 06:28:00,2022-07-05 06:28:00,2022-07-05 10:29:00,2022-07-05 10:29:00,2022-07-05 14:36:00,0.5258
2022-07-04,220704183,2022-07-04 08:00:00,2022-07-04 11:50:00,2022-07-04 11:50:00,2022-07-04 15:42:00,2022-07-04 20:11:00,2022-07-05 20:05:00,2022-07-05 22:05:00,2022-07-06 02:07:00,2022-07-06 02:07:00,2022-07-06 06:13:00,2022-07-06 06:13:00,2022-07-06 10:12:00,2022-07-06 10:12:00,2022-07-06 14:05:00,0.4672
2022-07-05,220705184,2022-07-05 08:00:00,2022-07-05 12:10:00,2022-07-05 12:10:00,2022-07-05 16:03:00,2022-07-05 20:05:00,2022-07-06 20:22:00,2022-07-06 22:22:00,2022-07-07 02:12:00,2022-07-07 02:12:00,2022-07-07 06:09:00,2022-07-07 06:09:00,2022-07-07 10:01:00,2022-07-07 10:01:00,2022-07-07 14:11:00,0.5102
2022-07-06,220706185,2022-07-06 08:00:00,2022-07-06 11:57:00,2022-07-06 11:57:00,2022-07-06 15:45:00,2022-07-06 20:22:00,2022-07-07 20:02:00,2022-07-07 22:02:00,2022-07-08 01:51:00,2022-07-08 01:51:00,2022-07-08 06:00:00,2022-07-08 06:00:00,2022-07-08 10:10:00,2022-07-08 10:10:00,2022-07-08 13:58:00,0.3107
2022-07-07,220707186,2022-07-07 08:00:00,2022-07-07 12:03:00,2022-07-07 12:03:00,2022-07-07 16:05:00,2022-07-07 20:02:00,2022-07-08 19:49:00,2022-07-08 21:49:00,2022-07-09 01:57:00,2022-07-09 01:57:00,2022-07-09 06:07:00,2022-07-09 06:07:00,2022-07-09 09:55:00,2022-07-09 09:55:00,2022-07-09 13:49:00,0.4193
2022-07-08,220708187,2022-07-08 08:00:00,2022-07-08 12:01:00,2022-07-08 12:01:00,2022-07-08 16:04:00,2022-07-08 19:49:00,2022-07-09 20:14:00,2022-07-09 22:14:00,2022-07-10 02:19:00,2022-07-10 02:19:00,2022-07-10 06:12:00,2022-07-10 06:12:00,2022-07-10 10:05:00,2022-07-10 10:05:00,2022-07-10 13:55:00,0.4971
2022-07-09,220709188,2022-07-09 08:00:00,2022-07-09 11:52:00,2022-07-09 11:52:00,2022-07-09 15:44:00,2022-07-09 20:14:00,2022-07-10 20:13:00,2022-07-10 22:13:00,2022-07-11 02:19:00,2022-07-11 02:19:00,2022-07-11 06:11:00,2022-07-11 06:11:00,2022-07-11 10:02:00,2022-07-11 10:02:00,2022-07-11 13:54:00,0.5654
2022-07-10,220710189,2022-07-10 08:00:00,2022-07-10 12:00:00,2022-07-10 12:00:00,2022-07-10 15:57:00,2022-07-10 20:13:00,2022-07-11 20:30:00,2022-07-11 22:30:00,2022-07-12 02:23:00,2022-07-12 02:23:00,2022-07-12 06:13:00,2022-07-12 06:13:00,2022-07-12 10:12:00,2022-07-12 10:12:00,2022-07-12 14:11:00,0.4931
2022-07-11,220711190,2022-07-11 08:00:00,2022-07-11 12:08:00,2022-07-11 12:08:00,2022-07-11 16:19:00,2022-07-11 20:30:00,2022-07-12 20:39:00,2022-07-12 22:39:00,2022-07-13 02:50:00,2022-07-13 02:50:00,2022-07-13 06:49:00,2022-07-13 06:49:00,2022-07-13 10:45:00,2022-07-13 10:45:00,2022-07-13 14:41:00,0.4961
2022-07-12,220712191,2022-07-12 08:00:00,2022-07-12 11:52:00,2022-07-12 11:52:00,2022-07-12 15:49:00,2022-07-12 20:39:00,2022-07-13 20:59:00,2022-07-13 22:59:00,2022-07-14 03:03:00,2022-07-14 03:03:00,2022-07-14 06:58:00,2022-07-14 06:58:00,2022-07-14 11:00:00,2022-07-14 11:00:00,2022-07-14 15:06:00,0.5457
2022-07-13,220713192,2022-07-13 08:00:00,2022-07-13 12:06:00,2022-07-13 12:06:00,2022-07-13 16:02:00,2022-07-13 20:59:00,2022-07-14 21:09:00,2022-07-14 23:09:00,2022-07-15 03:19:00,2022-07-15 03:19:00,2022-07-15 07:12:00,2022-07-15 07:12:00,2022-07-15 11:06:00,2022-07-15 11:06:00,2022-07-15 15:13:00,0.558
2022-07-14,220714193,2022-07-14 08:00:00,2022-07-14 12:11:00,2022-07-14 12:11:00,2022-07-14 16:00:00,2022-07-14 21:09:00,2022-07-15 21:18:00,2022-07-15 23:18:00,2022-07-16 03:11:00,2022-07-16 03:11:00,2022-07-16 07:17:00,2022-07-16 07:17:00,2022-07-16 11:28:00,2022-07-16 11:28:00,2022-07-16 15:23:00,0.6821
2022-07-15,220715194,2022-07-15 08:00:00,2022-07-15 11:48:00,2022-07-15 11:48:00,2022-07-15 15:42:00,2022-07-15 21:18:00,2022-07-16 20:57:00,2022-07-16 22:57:00,2022-07-17 03:08:00,2022-07-17 03:08:00,2022-07-17 07:04:00,2022-07-17 07:04:00,2022-07-17 10:52:00,2022-07-17 10:52:00,2022-07-17 14:49:00,0.6224
2022-07-16,220716195,2022-07-16 08:00:00,2022-07-16 12:04:00,2022-07-16 12:04:00,2022-07-16 16:02:00,2022-07-16 20:57:00,2022-07-17 21:05:00,2022-07-17 23:05:00,2022-07-18 03:13:00,2022-07-18 03:13:00,2022-07-18 07:17:00,2022-07-18 07:17:00,2022-07-18 11:09:00,2022-07-18 11:09:00,2022-07-18 15:10:00,0.5687
2022-07-17,220717196,2022-07-17 08:00:00,2022-07-17 11:55:00,2022-07-17 11:55:00,2022-07-17 16:03:00,2022-07-17 21:05:00,2022-07-18 20:38:00,2022-07-18 22:38:00,2022-07-19 02:28:00,2022-07-19 02:28:00,2022-07-19 06:30:00,2022-07-19 06:30:00,2022-07-19 10:39:00,2022-07-19 10:39:00,2022-07-19 14:30:00,0.4392
2022-07-18,220718197,2022-07-18 08:00:00,2022-07-18 12:06:00,2022-07-18 12:06:00,2022-07-18 16:12:00,2022-07-18 20:38:00,2022-07-19 20:45:00,2022-07-19 22:45:00,2022-07-20 02:49:00,2022-07-20 02:49:00,2022-07-20 06:51:00,2022-07-20 06:51:00,2022-07-20 10:45:00,2022-07-20 10:45:00,2022-07-20 14:52:00,0.6158
2022-07-19,220719198,2022-07-19 08:00:00,2022-07-19 12:05:00,2022-07-19 12:05:00,2022-07-19 15:54:00,2022-07-19 20:45:00,2022-07-20 21:12:00,2022-07-20 23:12:00,2022-07-21 03:13:00,2022-07-21 03:13:00,2022-07-21 07:15:00,2022-07-21 07:15:00,2022-07-21 11:12:00,2022-07-21 11:12:00,2022-07-21 15:15:00,0.2448
2022-07-20,220720199,2022-07-20 08:00:00,2022-07-20 11:52:00,2022-07-20 11:52:00,2022-07-20 16:02:00,2022-07-20 21:12:00,2022-07-21 20:53:00,2022-07-21 22:53:00,2022-07-22 02:59:00,2022-07-22 02:59:00,2022-07-22 06:51:00,2022-07-22 06:51:00,2022-07-22 11:00:00,2022-07-22 11:00:00,2022-07-22 15:09:00,0.3959
2022-07-21,220721200,2022-07-21 08:00:00,2022-07-21 11:51:00,2022-07-21 11:51:00,2022-07-21 15:49:00,2022-07-21 20:53:00,2022-07-22 21:10:00,2022-07-22 23:10:00,2022-07-23 03:03:00,2022-07-23 03:03:00,2022-07-23 06:53:00,2022-07-23 06:53:00,2022-07-23 10:47:00,2022-07-23 10:47:00,2022-07-23 14:35:00,0.5045
2022-07-22,220722201,2022-07-22 08:00:00,2022-07-22 12:02:00,2022-07-22 12:02:00,2022-07-22 16:09:00,2022-07-22 21:10:00,2022-07-23 20:46:00,2022-07-23 22:46:00,2022-07-24 02:46:00,2022-07-24 02:46:00,2022-07-24 06:45:00,2022-07-24 06:45:00,2022-07-24 10:42:00,2022-07-24 10:42:00,2022-07-24 14:49:00,0.6067
2022-07-23,220723202,2022-07-23 08:00:00,2022-07-23 12:06:00,2022-07-23 12:06:00,2022-07-23 15:55:00,2022-07-23 20:46:00,2022-07-24 20:58:00,2022-07-24 22:58:00,2022-07-25 02:57:00,2022-07-25 02:57:00,2022-07-25 06:55:00,2022-07-25 06:55:00,2022-07-25 10:54:00,2022-07-25 10:54:00,2022-07-25 14:49:00,0.6564
